pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
0-15,0-0,1-0,,2511845,,,49,,7,Ad,Elise Wagle,Far,,,,,,,,,,90.0,482.0,Crosscourt,Forehand,,,,,,,,,,-85.0,-304.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,1,,,,0,,,Short
0-15,0-0,1-0,,2513308,,,49,,8,Ad,Elise Wagle,Far,,,,,,,,,,-155.0,-531.0,Down the Line,Backhand,,,,,,,,,,-13.0,221.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,,0,,,Short
0-15,0-0,1-0,,2515281,1.0,,49,,9,Ad,Elise Wagle,Far,,,,,,,,,,42.0,413.0,Crosscourt,Forehand,,,,1.0,,,,,,-133.0,-299.0,1.0,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,1,,,Elise Wagle,0,,,Short
15-15,0-0,1-0,1.0,2546510,,,50,,1,Deuce,Elise Wagle,Far,1.0,Body,98.0,-202.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,1st Serve In,Body,
15-15,0-0,1-0,,2553116,,,50,,2,Deuce,Elise Wagle,Far,,,,,,,,,,202.0,-502.0,Down the Line,Forehand,,,,,,,,,,43.0,229.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,,0,,,Short
15-15,0-0,1-0,,2554244,,,50,,3,Ad,Elise Wagle,Far,,,,,,,,,,27.0,471.0,Crosscourt,Backhand,,,,,,,,,,-85.0,-270.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,,,Short
15-15,0-0,1-0,,2555573,,,50,,4,Ad,Elise Wagle,Far,,,,,,,,,,-117.0,-510.0,Down the Line,Backhand,1.0,,,,,,,,,-56.0,338.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,,0,,,Short
15-15,0-0,1-0,,2557401,,,50,,5,Deuce,Elise Wagle,Far,,,,,,,,,,-72.0,474.0,Crosscourt,Forehand,,,,,,,,,,75.0,-232.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,,,Short
15-15,0-0,1-0,,2558827,,,50,,6,Deuce,Elise Wagle,Far,,,,,,,,,,128.0,-507.0,Crosscourt,Forehand,,,,,,,,,,-51.0,370.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,,0,,,Deep
15-15,0-0,1-0,,2560506,,,50,,7,Deuce,Elise Wagle,Far,,,,,,,,,,-93.0,482.0,Down the Line,Forehand,,,,,,,,,,-93.0,-368.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,,,Deep
15-15,0-0,1-0,,2561860,,,50,,8,Ad,Elise Wagle,Far,,,,,,,,,,-112.0,-518.0,Crosscourt,Backhand,,,,,,,,,,32.0,258.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,,0,,,Short
15-15,0-0,1-0,,2563287,,,50,,9,Ad,Elise Wagle,Far,,,,,,,,,,5.0,490.0,Down the Line,Forehand,,,,,,,,,,72.0,-256.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,1,,,0,,,Short
15-15,0-0,1-0,,2564588,,,50,,10,Deuce,Elise Wagle,Far,,,,,,,,,,125.0,-526.0,Crosscourt,Forehand,,,,,,,,,,-61.0,360.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,,0,,,Deep
15-15,0-0,1-0,,2566289,,,50,,11,Deuce,Elise Wagle,Far,,,,,,,,,,-101.0,482.0,Down the Line,Forehand,,,,,,,,,,-117.0,-232.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,,,Short
15-15,0-0,1-0,,2567568,,,50,,12,Ad,Elise Wagle,Far,,,,,,,,,,-141.0,-499.0,Down the Line,Backhand,1.0,,,,1.0,,,,,-115.0,80.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,,0,,,Short
15-15,0-0,1-0,,2570961,,,50,,13,Deuce,Elise Wagle,Far,,,,,,,,,,-83.0,194.0,Down the Line,Forehand,,,,1.0,,,1.0,,,-99.0,-296.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,,,Short
15-15,0-0,1-0,,2571443,1.0,,50,,14,Ad,Elise Wagle,Far,,,,,,,,,,-101.0,-323.0,Crosscourt,Backhand,,,,1.0,,,1.0,,,37.0,376.0,1.0,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,Jo-Yee Chan,0,,,Deep
15-30,0-0,1-0,1.0,2603376,,,51,,1,Ad,Elise Wagle,Far,0.0,Body,-99.0,4.0,1.0,Wide,-117.0,-171.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,2nd Serve In,Wide,
15-30,0-0,1-0,,2627351,,,51,,2,Ad,Elise Wagle,Far,,,,,,,,,,-192.0,-486.0,Crosscourt,Backhand,,,,,,,,,,11.0,293.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,,0,,,Short
15-30,0-0,1-0,,2628978,,,51,,3,Ad,Elise Wagle,Far,,,,,,,,,,58.0,484.0,Down the Line,Forehand,,,,,,,,,,91.0,-270.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,1,,,0,,,Short
15-30,0-0,1-0,,2630119,1.0,,51,,4,Deuce,Elise Wagle,Far,,,,,,,,,,130.0,-526.0,Crosscourt,Forehand,,,,,,,,,,-11.0,-19.0,,,,1.0,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,Elise Wagle,1,,,
30-30,0-0,1-0,1.0,2658693,,,52,,1,Deuce,Elise Wagle,Far,0.0,T,27.0,-258.0,1.0,T,5.0,-198.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,2nd Serve In,T,
30-30,0-0,1-0,,2675255,,,52,,2,Deuce,Elise Wagle,Far,,,,,,,,,,21.0,-478.0,Crosscourt,Backhand,,,,,,,,,,-43.0,261.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,1,,,,0,,,Short
30-30,0-0,1-0,,2676388,,,52,,3,Deuce,Elise Wagle,Far,,,,,,,,,,-85.0,471.0,Down the Line,Forehand,,,,,,,,,,-85.0,-264.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,,,Short
30-30,0-0,1-0,,2677855,,,52,,4,Ad,Elise Wagle,Far,,,,,,,,,,-136.0,-523.0,Crosscourt,Backhand,,,,,,,,,,51.0,391.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,,0,,,Deep
30-30,0-0,1-0,,2679497,,,52,,5,Ad,Elise Wagle,Far,,,,,,,,,,56.0,484.0,Down the Line,Backhand,,,,,,,,,,53.0,-235.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,,,Short
30-30,0-0,1-0,,2680538,1.0,,52,,6,Deuce,Elise Wagle,Far,,,,,,,,,,21.0,-491.0,Crosscourt,Forehand,,,,,,,,,,-133.0,466.0,,,,,1.0,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,Elise Wagle,1,,,Long
40-30,0-0,1-0,1.0,2706917,,,53,,1,Ad,Elise Wagle,Far,1.0,Body,-85.0,-164.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,1st Serve In,Body,
40-30,0-0,1-0,,2709472,1.0,,53,,2,Ad,Elise Wagle,Far,,,,,,,,,,-152.0,-486.0,Down the Line,Backhand,,,,,,,,,,-24.0,474.0,,,,,1.0,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,Elise Wagle,1,,,Long
0-0,1-0,1-0,1.0,2770441,,,54,,1,Deuce,Jo-Yee Chan,Far,1.0,T,45.0,-212.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,1st Serve In,T,
0-0,1-0,1-0,,2771672,,,54,,2,Deuce,Jo-Yee Chan,Far,,,,,,,,,,80.0,-496.0,Crosscourt,Backhand,,,,,,,,,,-67.0,232.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,1,,,,0,,,Short
0-0,1-0,1-0,,2772983,1.0,,54,,3,Deuce,Jo-Yee Chan,Far,,,,,,,,,,-93.0,469.0,Crosscourt,Forehand,,,,,,,,,,75.0,-227.0,1.0,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,Jo-Yee Chan,0,,,Short
0-15,1-0,1-0,1.0,2792927,,,55,,1,Ad,Jo-Yee Chan,Far,1.0,T,-5.0,-180.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,1st Serve In,T,
0-15,1-0,1-0,,2799165,,,55,,2,Deuce,Jo-Yee Chan,Far,,,,,,,,,,11.0,-491.0,Down the Line,Forehand,,,,,,,,,,43.0,234.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,,0,,,Short
0-15,1-0,1-0,,2799675,,,55,,3,Ad,Jo-Yee Chan,Far,,,,,,,,,,50.0,469.0,Down the Line,Forehand,,,,,,,,,,99.0,-347.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,1,,,0,,,Short
0-15,1-0,1-0,,2800602,,,55,,4,Deuce,Jo-Yee Chan,Far,,,,,,,,,,146.0,-518.0,Down the Line,Forehand,,,,,,,,,1.0,93.0,391.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,,0,,,Deep
0-15,1-0,1-0,,2803066,,,55,,5,Ad,Jo-Yee Chan,Far,,,,,,,,,,72.0,506.0,Crosscourt,Forehand,,,,,,,,,,-144.0,-136.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,1,,,,0,,,Short
0-15,1-0,1-0,,2805189,,,55,,6,Ad,Jo-Yee Chan,Far,,,,,,,,,,-205.0,-214.0,Crosscourt,Backhand,,,,,,,,,,56.0,325.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,,0,,,Short
0-15,1-0,1-0,,2806389,1.0,,55,,7,Ad,Jo-Yee Chan,Far,,,,,,,,,,152.0,482.0,Down the Line,Backhand,,,,,,,,,,96.0,-230.0,1.0,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,Jo-Yee Chan,0,,,Short
0-30,1-0,1-0,1.0,2827397,,,56,,1,Deuce,Jo-Yee Chan,Far,1.0,Body,98.0,-204.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,1st Serve In,Body,
0-30,1-0,1-0,,2830119,,,56,,2,Deuce,Jo-Yee Chan,Far,,,,,,,,,,189.0,-507.0,Down the Line,Forehand,,,,,,,,,,104.0,274.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,,0,,,Short
0-30,1-0,1-0,,2831679,,,56,,3,Ad,Jo-Yee Chan,Far,,,,,,,,,,112.0,487.0,Down the Line,Backhand,,,,,,,,,,88.0,-320.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,,,Short
0-30,1-0,1-0,,2832847,,,56,,4,Deuce,Jo-Yee Chan,Far,,,,,,,,,,106.0,-510.0,Crosscourt,Forehand,,,,,1.0,,,,,-11.0,120.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,,0,,,Short
0-30,1-0,1-0,,2834730,,,56,,5,Deuce,Jo-Yee Chan,Far,,,,,,,,,,-35.0,386.0,Down the Line,Forehand,,,,,,,,,,-75.0,-286.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,,,Short
0-30,1-0,1-0,,2835734,,,56,,6,Ad,Jo-Yee Chan,Far,,,,,,,,,,-85.0,-496.0,Down the Line,Backhand,1.0,,,,,,,,,-80.0,229.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,,0,,,Short
0-30,1-0,1-0,,2837417,,,56,,7,Deuce,Jo-Yee Chan,Far,,,,,,,,,,-109.0,482.0,Crosscourt,Forehand,,,,,,,,,,21.0,-288.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,,,Short
0-30,1-0,1-0,,2838974,,,56,,8,Deuce,Jo-Yee Chan,Far,,,,,,,,,,58.0,-499.0,Down the Line,Forehand,,,,,,,,,,133.0,397.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,,0,,,Deep
0-30,1-0,1-0,,2840648,,,56,,9,Ad,Jo-Yee Chan,Far,,,,,,,,,,141.0,490.0,Down the Line,Backhand,1.0,,,,,,,,,35.0,-267.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,,,Short
0-30,1-0,1-0,,2842295,1.0,,56,,10,Deuce,Jo-Yee Chan,Far,,,,,,,,,,45.0,-363.0,Crosscourt,Forehand,,,,,,,,,,-125.0,362.0,1.0,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,Elise Wagle,0,,,Deep
15-30,1-0,1-0,1.0,2862011,1.0,,57,,1,Ad,Jo-Yee Chan,Far,0.0,Wide,-117.0,1.0,0.0,T,-24.0,-262.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,1,Elise Wagle,0,Double Fault,T,
30-30,1-0,1-0,1.0,2872277,,,58,,1,Deuce,Jo-Yee Chan,Far,0.0,Wide,122.0,-279.0,1.0,Body,80.0,-214.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,2nd Serve In,Body,
30-30,1-0,1-0,,2917114,,,58,,2,Deuce,Jo-Yee Chan,Far,,,,,,,,,,173.0,-491.0,Down the Line,Forehand,,,,,,,,,,88.0,370.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,,0,,,Deep
30-30,1-0,1-0,,2918681,,,58,,3,Ad,Jo-Yee Chan,Far,,,,,,,,,,88.0,476.0,Down the Line,Backhand,,,,,,,,,,77.0,-280.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,,,Short
30-30,1-0,1-0,,2920058,,,58,,4,Deuce,Jo-Yee Chan,Far,,,,,,,,,,106.0,-496.0,Crosscourt,Forehand,,,,,,,,,,-61.0,154.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,,0,,,Short
30-30,1-0,1-0,,2921225,,,58,,5,Deuce,Jo-Yee Chan,Far,,,,,,,,,,-141.0,474.0,Crosscourt,Backhand,,,,,,,,,,53.0,-275.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,1,,,,0,,,Short
30-30,1-0,1-0,,2922661,,,58,,6,Deuce,Jo-Yee Chan,Far,,,,,,,,,,106.0,-496.0,Down the Line,Forehand,,,,,,,,,,85.0,253.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,,0,,,Short
30-30,1-0,1-0,,2924059,,,58,,7,Ad,Jo-Yee Chan,Far,,,,,,,,,,96.0,476.0,Crosscourt,Backhand,,,,,,,,,,-75.0,-283.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,,,Short
30-30,1-0,1-0,,2925538,1.0,,58,,8,Ad,Jo-Yee Chan,Far,,,,,,,,,,-107.0,-512.0,Crosscourt,Backhand,1.0,,,,,,,,,195.0,383.0,,1.0,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,Jo-Yee Chan,1,,,
30-40,1-0,1-0,1.0,2945559,1.0,,59,,1,Ad,Jo-Yee Chan,Far,0.0,Body,-104.0,-276.0,0.0,Body,-67.0,2.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,1,Elise Wagle,0,Double Fault,Body,
40-40,1-0,1-0,1.0,2997606,,,60,1.0,1,Ad,Jo-Yee Chan,,0.0,Body,-64.0,4.0,1.0,Body,-69.0,-230.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,2nd Serve In,Body,
40-40,1-0,1-0,,3012483,,,60,,2,Ad,Jo-Yee Chan,,,,,,,,,,,-72.0,-486.0,Down the Line,Forehand,,,,,,,,,,-29.0,253.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,1,,,0,,,
40-40,1-0,1-0,,3014194,,,60,,3,Deuce,Jo-Yee Chan,,,,,,,,,,,-29.0,471.0,Crosscourt,Forehand,,,,,,,,,,83.0,-235.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,,,
40-40,1-0,1-0,,3015955,,,60,,4,Deuce,Jo-Yee Chan,,,,,,,,,,,162.0,-507.0,Down the Line,Forehand,,,,,,,,,,72.0,261.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Elise Wagle,,,,,0,,,
40-40,1-0,1-0,,3017321,1.0,,60,,5,Ad,Jo-Yee Chan,,,,,,,,,,,19.0,482.0,Crosscourt,Forehand,,,,,,,,,,-173.0,-219.0,,1.0,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,1,,,Elise Wagle,1,,,
15-0,2-0,1-0,1.0,3077393,,,61,,1,Ad,Elise Wagle,Near,1.0,T,45.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,1st Serve In,T,
15-0,2-0,1-0,,3081144,1.0,,61,,2,Ad,Elise Wagle,Near,,,,,,,,,,56.0,474.0,Crosscourt,Forehand,,,,,,,,,,-101.0,8.0,,,,1.0,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,1,,,Elise Wagle,1,,,
30-0,2-0,1-0,1.0,3112803,,,62,,1,Deuce,Elise Wagle,Near,1.0,Body,-61.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,1st Serve In,Body,
30-0,2-0,1-0,,3116427,1.0,,62,,2,Deuce,Elise Wagle,Near,,,,,,,,,,-64.0,466.0,Down the Line,Backhand,,,,,,,,,,-8.0,8.0,,,,1.0,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,1,,Elise Wagle,1,,,
40-0,2-0,1-0,1.0,3142136,,,63,,1,Ad,Elise Wagle,Near,0.0,Body,82.0,254.0,1.0,Body,80.0,162.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,2nd Serve In,Body,
40-0,2-0,1-0,,3158625,,,63,,2,Ad,Elise Wagle,Near,,,,,,,,,,144.0,471.0,Crosscourt,Forehand,,,,,,,,,,-77.0,-259.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,1,,,,0,,,Short
40-0,2-0,1-0,,3160053,,,63,,3,Ad,Elise Wagle,Near,,,,,,,,,,-160.0,-488.0,Down the Line,Backhand,,,,,,,,,,-56.0,413.0,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Elise Wagle,,,,,0,,,Deep
40-0,2-0,1-0,,3161525,1.0,,63,,4,Deuce,Elise Wagle,Near,,,,,,,,,,-48.0,487.0,Crosscourt,Forehand,,,,,,,,,,101.0,-485.0,,,,,1.0,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Jo-Yee Chan,Jo-Yee Chan,,,,Elise Wagle,1,,,Long
0-0,3-0,0-0,1.0,3250201,1.0,,64,,1,Deuce,Jo-Yee Chan,Near,0.0,Wide,-144.0,251.0,1.0,Body,-72.0,231.0,1,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,Jo-Yee Chan,0,2nd Serve In,Body,
15-0,3-0,1-0,1.0,3279320,,,65,,1,Ad,Jo-Yee Chan,Near,1.0,Body,88.0,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/13/24,D1,,,,,Oregon,Elise Wagle,Jo-Yee Chan,Right,Right,,Hard,,,Elise Wagle,Jo-Yee Chan,,,,,0,1st Serve In,Body,
