isErrorWideL,shotDirection,isSlice,secondServeZone,pointNumber,clientTeam,Event,secondServeXCoord,firstServeYCoord,firstServeIn,lineupPosition,shotInRally,Date,Surface,firstServeZone,isErrorLong,isErrorNet,player1Hand,player2Hand,shotLocationY,isExcitingPoint,isOverhead,pointScore,setScore,isApproach,player1Name,matchDetails,gameScore,serverName,isDropshot,shotFhBh,isBreakPoint,isLob,pointStartTime,shotLocationX,isLet,isVolley,isErrorWideR,matchVenue,pointEndTime,firstServeXCoord,isAce,serverFarNear,secondServeIn,Division,side,Notes,atNetPlayer2,shotContactX,atNetPlayer1,isPointEnd,Round,isPointStart,player2Name,isWinner,opponentTeam,secondServeYCoord,shotContactY,player1,player2,returnerName,shotHitBy,pointWonBy
,Down the Line,,,114,,,,,,,14.0,,,,,,,,370.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5695878,26.0,0.0,,,,,,,Far,,,Deuce,,,223.0,,,,,,,,,-564.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,114,,,,,,,15.0,,,,,,,,-325.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5697431,-52.0,0.0,,,,,,,Far,,,Deuce,,,-36.0,,,,,,,,,507.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,114,,,,,,,16.0,,,,,,,,272.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5698200,12.0,0.0,,,,,,,Far,,,Ad,,,-105.0,,,,,,,,,-529.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,114,,,,,,,17.0,,,,,,,,-261.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5699348,124.0,0.0,,,,,,,Far,,,Ad,,,95.0,,,,,,,,,499.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,114,,,,,,,18.0,,,,,,,,282.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5700917,-1.0,0.0,,,,,,,Far,,,Deuce,,,191.0,,,,,,,,,-566.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,114,,,,,,,19.0,,,,,,,,-256.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5702405,90.0,0.0,,,,,,,Far,,,Deuce,,,-62.0,,,,,,,,,499.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,114,,,,,,,20.0,,,,,,,,434.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5703702,58.0,0.0,,,,,,,Far,,,Deuce,,,212.0,,,,,,,,,-508.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,114,,,,,,,21.0,,,,,,,,-253.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5707069,-118.0,0.0,,,,,,,Far,,,Ad,,,28.0,,,,,,,,,523.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,114,,,,,,,22.0,,,,,,,,370.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5707070,-76.0,0.0,,,,,,,Far,,,Ad,,,-182.0,,,,,,,,,-513.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,1.0,,114,,,,,,,23.0,,,,,,,,-189.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5708229,-12.0,0.0,,,,,,,Far,,,Deuce,,,-68.0,,,,,,,,,571.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,114,,,,,,,24.0,,,,,,,,269.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5709406,-68.0,0.0,,,,,,,Far,,,Deuce,,,12.0,,,,,,,,,-340.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,114,,,,,,,25.0,,,,,,,,-280.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5710979,12.0,0.0,,,,,,,Far,,,Deuce,,,-129.0,,,,,,,,,547.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,114,,,,,,,26.0,,,,,,,,328.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5712691,58.0,0.0,,,,,,,Far,,,Deuce,,,52.0,,,,,,,,,-449.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,114,,,,,,,27.0,,,,,,,,-253.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5714009,-25.0,0.0,,,,,,,Far,,,Ad,,,74.0,,,,,,,,,571.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,114,,,,,,,28.0,,,,,,,,365.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5715304,100.0,0.0,,,,5716768.0,,,Far,,,Ad,,,-36.0,,1.0,,,,1.0,,,-396.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,,,,115,,,,-198.0,1.0,,1.0,,,T,,,,,,,,0-15,1-0,,,,5-5,Aristotelis Thanos,,,,,5752735,,0.0,,,,,-41.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,115,,,,,,,2.0,,,,,,,,397.0,,,0-15,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5756130,36.0,0.0,,,,,,,Far,,,Ad,,,-76.0,,,,,,,,,-556.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,115,,,,,,,3.0,,,,,,,,-274.0,,,0-15,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5758472,-30.0,0.0,,,,,,,Far,,,Ad,,,58.0,,,,,,,,,518.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,115,,,,,,,4.0,,,,,,,,448.0,,,0-15,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5759270,71.0,0.0,,,,,,,Far,,,Ad,,,-102.0,,,,,,,,,-503.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,115,,,,,,,5.0,,,,,,,,-317.0,,,0-15,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5762237,15.0,0.0,,,,,,,Far,,,Ad,,,95.0,,,,,,,,,521.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,115,,,,,,,6.0,,,,,,,,280.0,,,0-15,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5762238,-65.0,0.0,,,,,,,Far,,,Deuce,,,15.0,,,,,,,,,-503.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,115,,,,,,,7.0,,,,,,,,-258.0,,,0-15,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5763761,63.0,0.0,,,,,,,Far,,,Deuce,,,-105.0,,,,,,,,,563.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,115,,,,,,,8.0,,,,,,,,187.0,,,0-15,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5764937,-84.0,0.0,,,,,,,Far,,,Deuce,,,167.0,,,,,,,,,-513.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,115,,,,,,,9.0,,,,,,,,-424.0,,,0-15,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5766760,-121.0,0.0,,,,,,,Far,,,Deuce,,,-196.0,,,,,,,,,494.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,115,,,,,,,10.0,,,,,,,,384.0,,,0-15,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5769080,-68.0,0.0,,,,,,,Far,,,Ad,,,-118.0,,,,,,,,,-550.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,1.0,,115,,,,,,,11.0,,,,,1.0,,,0.0,,,0-15,1-0,,,,5-5,Aristotelis Thanos,1.0,Backhand,,,5769818,-102.0,0.0,,,,5772441.0,,,Far,,,Deuce,,,-92.0,,1.0,,,,,,,478.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,,116,,,,-190.0,1.0,,1.0,,,Wide,,,,,,,,0-30,1-0,,,,5-5,Aristotelis Thanos,,,,,5810700,,0.0,,,,,106.0,,Far,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,116,,,,,,,2.0,,,,,,,,237.0,,,0-30,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5813284,-4.0,0.0,,,,,,,Far,,,Deuce,,,228.0,,,,,,,,,-558.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,1.0,,116,,,,,,,3.0,,,,,,,,-56.0,,,0-30,1-0,,,,5-5,Aristotelis Thanos,1.0,Forehand,,,5815354,140.0,0.0,,,,5838367.0,,,Far,,,Deuce,,,-33.0,,1.0,,,,1.0,,,417.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,,,,117,,,,-164.0,1.0,,1.0,,,Body,,,,,,,,15-30,1-0,,,,5-5,Aristotelis Thanos,,,,,5845280,,0.0,,,,,-65.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,117,,,,,,,2.0,,,,,,,,264.0,,,15-30,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5848242,58.0,0.0,,,,,,,Far,,,Ad,,,-102.0,,,,,,,,,-519.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,117,,,,,,,3.0,,,,,,,,-258.0,,,15-30,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5849817,-30.0,0.0,,,,,,,Far,,,Ad,,,154.0,,,,,,,,,441.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,117,,,,,,,4.0,,,,,,,,301.0,,,15-30,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5851152,15.0,0.0,,,,,,,Far,,,Ad,,,-164.0,,,,,,,,,-481.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,1.0,,117,,,,,,,5.0,,,,,,,,-306.0,,,15-30,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5852544,-36.0,0.0,,,,,,,Far,,,Ad,,,60.0,,,,,,,,,486.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,117,,,,,,,6.0,,,,,1.0,,,0.0,,,15-30,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5854204,26.0,0.0,,,,5861514.0,,,Far,,,Ad,,,-62.0,,1.0,,,,,,,-463.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,,,,118,,,,-222.0,1.0,,1.0,,,T,,,,,,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,,,,5882803,,0.0,,,,,39.0,,Far,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,118,,,,,,,2.0,,,,,,,,432.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5882804,42.0,0.0,,,,,,,Far,,,Deuce,,,106.0,,,,,,,,,-577.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,118,,,,,,,3.0,,,,,,,,-253.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5884618,-41.0,0.0,,,,,,,Far,,,Ad,,,28.0,,,,,,,,,555.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,118,,,,,,,4.0,,,,,,,,373.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5886127,-129.0,0.0,,,,,,,Far,,,Ad,,,-89.0,,,,,,,,,-428.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,118,,,,,,,5.0,,,,,,,,-139.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5887549,60.0,0.0,,,,,,,Far,,,Deuce,,,-137.0,,,,,,,,,579.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,118,,,,,,,6.0,,,,,,,,386.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5889119,76.0,0.0,,,,,,,Far,,,Deuce,,,119.0,,,,,,,,,-332.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,118,,,,,,,7.0,,,,,,,,-341.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5889120,-49.0,0.0,,,,,,,Far,,,Ad,,,76.0,,,,,,,,,571.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,118,,,,,,,8.0,,,,,,,,424.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5891510,-1.0,0.0,,,,,,,Far,,,Ad,,,-81.0,,,,,,,,,-540.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,118,,,,,,,9.0,,,,,,,,-266.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5892886,-60.0,0.0,,,,,,,Far,,,Ad,,,42.0,,,,,,,,,515.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,118,,,,,,,10.0,,,,,,,,426.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5894098,31.0,0.0,,,,,,,Far,,,Ad,,,-172.0,,,,,,,,,-521.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,118,,,,,,,11.0,,,,,,,,-330.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5896642,-36.0,0.0,,,,,,,Far,,,Ad,,,84.0,,,,,,,,,529.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,118,,,,,,,12.0,,,,,,,,357.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5896643,-44.0,0.0,,,,,,,Far,,,Ad,,,-54.0,,,,,,,,,-527.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
1.0,Crosscourt,,,118,,,,,,,13.0,,,,,,,,-288.0,,,30-30,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5898432,201.0,0.0,,,,5901247.0,,,Far,,,Deuce,,,-54.0,,1.0,,,,,,,531.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,,119,,,,-121.0,1.0,,1.0,,,Wide,,,,,,,,30-40,1-0,,,,5-5,Aristotelis Thanos,,,1.0,,5934523,,0.0,,,,,-140.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,119,,,,,,,2.0,,,,1.0,,,,485.0,,,30-40,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5938959,-38.0,0.0,,,,5942626.0,,,Far,,,Ad,,,-251.0,,1.0,,,,,,,-537.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,120,,,,,,,2.0,,,,,,,,280.0,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5974330,20.0,0.0,,,,,,,Far,,,Ad,,,-193.0,,,,,,,,,-566.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,,,,120,,,,-201.0,1.0,,1.0,,,Body,,,,,,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,,1.0,,5975227,,0.0,,,,,-97.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,
,Crosscourt,,,120,,,,,,,3.0,,,,,,,,-171.0,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5976351,-60.0,0.0,,,,,,,Far,,,Ad,,,90.0,,,,,,,,,478.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,Down the Line,,,120,,,,,,,4.0,,,,,,,,445.0,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5977569,-17.0,0.0,,,,,,,Far,,,Ad,,,-166.0,,,,,,,,,-535.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,
,Crosscourt,,,120,,,,,,,5.0,,,,,,,,-189.0,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5979892,-76.0,0.0,,,,,,,Far,,,Ad,,,50.0,,,,,,,,,569.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,Crosscourt,,,120,,,,,,,6.0,,,,,,,,226.0,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5980599,23.0,0.0,,,,,,,Far,,,Ad,,,-110.0,,,,,,,,,-465.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,
,Crosscourt,,,120,,,,,,,7.0,,,,,,,,-274.0,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5982041,-33.0,0.0,,,,,,,Far,,,Ad,,,58.0,,,,,,,,,529.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,Crosscourt,,,120,,,,,,,8.0,,,,,,,,269.0,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5983267,95.0,0.0,,,,,,,Far,,,Ad,,,-60.0,,,,,,,,,-481.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,
,Crosscourt,,,120,,,,,,,9.0,,,,,,,,-240.0,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5985287,-22.0,0.0,,,,,,,Far,,,Ad,,,167.0,,,,,,,,,561.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,Down the Line,,,120,,,,,,,10.0,,,,,,,,373.0,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5985288,-81.0,0.0,,,,,,,Far,,,Ad,,,-60.0,,,,,,,,,-420.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,
,Crosscourt,,,120,,,,,,,11.0,,,,,,,,-210.0,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5987293,15.0,0.0,,,,,,,Far,,,Deuce,,,-108.0,,,,,,,,,566.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,Down the Line,,,120,,,,,,,12.0,,,,,,,,253.0,,,40-40,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5988867,79.0,0.0,,,,,,,Far,,,Deuce,,,60.0,,,,,,,,,-460.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,
,,,,121,,,,-116.0,1.0,,1.0,,,T,,,,,,,,0-0,1-0,,,,6-5,Rudy Quan,,,,,6124030,,0.0,,,,,36.0,,Far,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,121,,,,,,,2.0,,,,,,,,346.0,,,0-0,1-0,,,,6-5,Rudy Quan,,Forehand,,,6129620,18.0,0.0,,,,,,,Far,,,Deuce,,,164.0,,,,,,,,,-542.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,121,,,,,,,3.0,,,,,,,,-290.0,,,0-0,1-0,,,,6-5,Rudy Quan,,Forehand,,,6132730,-44.0,0.0,,,,,,,Far,,,Deuce,,,-4.0,,,,,,,,,499.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,121,,,,,,,4.0,,,,,,,,333.0,,,0-0,1-0,,,,6-5,Rudy Quan,,Backhand,,,6132731,-28.0,0.0,,,,,,,Far,,,Ad,,,-81.0,,,,,,,,,-503.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,121,,,,,,,5.0,,,,,,,,-234.0,,,0-0,1-0,,,,6-5,Rudy Quan,,Backhand,,,6134465,-30.0,0.0,,,,,,,Far,,,Deuce,,,-1.0,,,,,,,,,507.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,1.0,,121,,,,,,,6.0,,,,,,,,269.0,,,0-0,1-0,,,,6-5,Rudy Quan,,Forehand,,,6136560,132.0,0.0,,,,,,,Far,,,Ad,,,-62.0,,,,,,,,,-492.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,121,,,,,,,7.0,,,,,,,,-240.0,,,0-0,1-0,,,,6-5,Rudy Quan,,Backhand,,,6138308,119.0,0.0,,,,,,,Far,,,Ad,,,185.0,,,,,,,,,547.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,121,,,,,,,8.0,,,,,,,,400.0,,,0-0,1-0,,,,6-5,Rudy Quan,,Forehand,,,6138309,-65.0,0.0,,,,,,,Far,,,Deuce,,,98.0,,,,,,,,,-492.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,121,,,,,,,9.0,,,,,,,,-200.0,,,0-0,1-0,,,,6-5,Rudy Quan,,Forehand,,,6141201,26.0,0.0,,,,,,,Far,,,Deuce,,,-201.0,,,,,,,,,563.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,121,,,,,,,10.0,,,,,,,,336.0,,,0-0,1-0,,,,6-5,Rudy Quan,,Forehand,,,6141202,-60.0,0.0,,,,,,,Far,,,Deuce,,,66.0,,,,,,,,,-348.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,121,,,,,,,11.0,,,,,,,,-221.0,,,0-0,1-0,,,,6-5,Rudy Quan,,Forehand,,,6146482,-246.0,0.0,,1.0,,6146492.0,,,Far,,,Deuce,,,-137.0,,1.0,,,,,,,545.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,,,,122,,,,-142.0,1.0,,1.0,,,Body,,,,,,,,0-15,1-0,,,,6-5,Rudy Quan,,,,,6171966,,0.0,,,,,-102.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,122,,,,,,,2.0,,,,,,,,354.0,,,0-15,1-0,,,,6-5,Rudy Quan,,Backhand,,,6174131,-84.0,0.0,,,,,,,Far,,,Ad,,,-174.0,,,,,,,,,-550.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,122,,,,,,,3.0,,,,,,,,-264.0,,,0-15,1-0,,,,6-5,Rudy Quan,,Forehand,,,6175873,36.0,0.0,,,,,,,Far,,,Deuce,,,-44.0,,,,,,,,,518.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,122,,,,,,,4.0,,,,,,,,293.0,,,0-15,1-0,,,,6-5,Rudy Quan,,Forehand,,,6177110,7.0,0.0,,,,,,,Far,,,Deuce,,,95.0,,,,,,,,,-529.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,122,,,,,,,5.0,,,,,,,,-232.0,,,0-15,1-0,,,,6-5,Rudy Quan,,Forehand,,,6179369,76.0,0.0,,,,,,,Far,,,Deuce,,,-76.0,,,,,,,,,550.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,122,,,,,,,6.0,,,,,,,,277.0,,,0-15,1-0,,,,6-5,Rudy Quan,,Forehand,,,6179370,-76.0,0.0,,,,,,,Far,,,Deuce,,,138.0,,,,,,,,,-516.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,122,,,,,,,7.0,,,,,,,,-221.0,,,0-15,1-0,,,,6-5,Rudy Quan,,Forehand,,,6181406,60.0,0.0,,,,,,,Far,,,Deuce,,,-177.0,,,,,,,,,558.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,122,,,,,,,8.0,,,,,,,,328.0,,,0-15,1-0,,,,6-5,Rudy Quan,,Forehand,,,6182734,-100.0,0.0,,,,,,,Far,,,Deuce,,,159.0,,,,,,,,,-473.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,122,,,,,,,9.0,,,,,,,,-280.0,,,0-15,1-0,,,,6-5,Rudy Quan,,Forehand,,,6184544,7.0,0.0,,,,,,,Far,,,Deuce,,,-193.0,,,,,,,,,531.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,122,,,,,,,10.0,,,,,,,,336.0,,,0-15,1-0,,,,6-5,Rudy Quan,,Forehand,,,6185600,-44.0,0.0,,,,,,,Far,,,Deuce,,,103.0,,,,,,,,,-497.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,122,,,,,,,11.0,,,,,,,,-261.0,,,0-15,1-0,,,,6-5,Rudy Quan,,Forehand,,,6185601,20.0,0.0,,,,,,,Far,,,Deuce,,,-54.0,,,,,,,,,513.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
