pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-0,3-1,0-0,,1157680,,,25,,3,Ad,Kaylan Bigun,Near,,,,,,,,,,-62.7936133,-481.2893099,Down the Line,Backhand,,,,,,,,,,-150.4492071,454.9052657477965,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Miguel Perez Pena,Kaylan Bigun,,1.0,,,,,,Deep
15-0,3-1,0-0,,1159540,1.0,1159540.0,25,,4,Deuce,Kaylan Bigun,Near,,,,,,,,,,-161.0316929,571.8929571300633,Crosscourt,Forehand,,,,,,,,,,61.63494641291654,153.1614391950215,,,,1.0,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Miguel Perez Pena,Miguel Perez Pena,,,,Kaylan Bigun,1,,,
30-0,3-1,0-0,1.0,1189010,,,26,,1,Deuce,Kaylan Bigun,Near,0.0,T,52.35045384949177,244.73302165341687,1.0,T,-9.532868548,235.63968175840853,,33.22864173,-438.7808836,,,,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Miguel Perez Pena,Kaylan Bigun,,,,,,2nd Serve In,T,
30-0,3-1,0-0,,1200569,,,26,,2,Deuce,Kaylan Bigun,Near,,,,,,,,,,-16.48387467,487.06568788251303,Crosscourt,Backhand,,,,,,,,,,69.64659339453969,-249.8994641,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Miguel Perez Pena,Miguel Perez Pena,1.0,,,,,,,Short
30-0,3-1,0-0,,1201839,,,26,,3,Deuce,Kaylan Bigun,Near,,,,,,,,,,94.20431430441327,-487.6602362,Down the Line,Forehand,,,,,,,,,,21.27796369,363.09365157461554,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Miguel Perez Pena,Kaylan Bigun,,1.0,,,,,,Deep
30-0,3-1,0-0,,1203140,1.0,1203140.0,26,,4,Ad,Kaylan Bigun,Near,,,,,,,,,,20.592393919499425,525.6939523181886,Down the Line,Forehand,,,,,,,,,,145.45137248461427,-518.4723316,,,,,1.0,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Miguel Perez Pena,Miguel Perez Pena,,1.0,,Kaylan Bigun,1,,,Long
40-0,3-1,0-0,1.0,1231469,,,27,,1,Ad,Kaylan Bigun,Near,1.0,T,46.456605424297955,237.94924540670124,,,,,,-68.97824803,-471.2091645,,,,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Miguel Perez Pena,Kaylan Bigun,,,,,,1st Serve In,T,
40-0,3-1,0-0,,1232199,,,27,,2,Ad,Kaylan Bigun,Near,,,,,,,,,,69.96298665788161,519.9421478562493,Down the Line,Forehand,,,,,,,,,,146.8067421259084,-316.0269576,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Miguel Perez Pena,Miguel Perez Pena,,1.0,,,,,,Short
40-0,3-1,0-0,,1233540,,,27,,3,Deuce,Kaylan Bigun,Near,,,,,,,,,,166.62304243210988,-490.4118165,Down the Line,Forehand,1.0,,,,,,,,,120.97188867010374,206.30723971992845,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,,,,Miguel Perez Pena,Kaylan Bigun,,1.0,,,,,,Short
40-0,3-1,0-0,,1235369,,,27,,4,Ad,Kaylan Bigun,Near,,,,,,,,,,106.65009842514176,481.6493383637057,Crosscourt,Backhand,,,,,,,,,,-112.0669838,-324.5987806,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Miguel Perez Pena,Miguel Perez Pena,,,,,,,,Short
40-0,3-1,0-0,,1236469,1.0,1236469.0,27,,5,Ad,Kaylan Bigun,Near,,,,,,,,,,-127.0672244,-542.1866689,Down the Line,Backhand,,,,,,,,,,-141.8529254,454.67732939609056,1.0,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Miguel Perez Pena,Kaylan Bigun,,1.0,,Kaylan Bigun,,,,Deep
0-0,3-2,0-0,1.0,1365930,,,28,,1,Deuce,Miguel Perez Pena,Near,1.0,Wide,-131.945713,196.68855533673135,,,,,,35.21415682412879,-473.3283027,,,1.0,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,,,,Kaylan Bigun,Miguel Perez Pena,,,,,,1st Serve In,Wide,
0-0,3-2,0-0,,1366800,,,28,,2,Deuce,Miguel Perez Pena,Near,,,,,,,,,,-191.2374125,442.3000984249685,Down the Line,Forehand,,,,,,,,,,-99.24609033,-287.0799595,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,,1.0,,,,,,Short
0-0,3-2,0-0,,1367900,,,28,,3,Ad,Miguel Perez Pena,Near,,,,,,,,,,-70.83894357,-464.1641514,Crosscourt,Backhand,,,,,,,,,,124.17222222215808,260.43781714772206,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Miguel Perez Pena,,,,,,,,Short
0-0,3-2,0-0,,1369479,1.0,1369479.0,28,,4,Ad,Miguel Perez Pena,Near,,,,,,,,,,164.38731408565437,553.0476924756548,Crosscourt,Backhand,,,,,,,,,,-45.44744641,11.53009623796432,,,,1.0,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Kaylan Bigun,1.0,,,Miguel Perez Pena,1,,,
15-0,3-2,0-0,1.0,1392459,,,29,,1,Ad,Miguel Perez Pena,Near,0.0,T,-2.122506562,243.67180664904296,1.0,T,48.88486439192575,229.15794510049403,,-39.51735017,-489.9211505,,,1.0,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,,,,Kaylan Bigun,Miguel Perez Pena,,,,,,2nd Serve In,T,
15-0,3-2,0-0,,1402229,,,29,,2,Ad,Miguel Perez Pena,Near,,,,,,,,,,96.82919948,392.9548829831741,Down the Line,Forehand,,,,,,,,,,49.43371062989572,-442.1474902,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,,,,,,,,Deep
15-0,3-2,0-0,,1403180,,,29,,3,Deuce,Miguel Perez Pena,Near,,,,,,,,,,49.43371062989572,-462.2520888,Down the Line,Forehand,,,,,,,,,,141.1049267278361,311.2257108484832,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Miguel Perez Pena,,,,,,,,Short
15-0,3-2,0-0,,1404630,,,29,,4,Ad,Miguel Perez Pena,Near,,,,,,,,,,106.92729658787128,447.7022856515623,Crosscourt,Backhand,,,,,,,,,,-144.3901575,-441.9622321,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,1.0,,,,,,,Deep
15-0,3-2,0-0,,1405589,1.0,1405589.0,29,,5,Ad,Miguel Perez Pena,Near,,,,,,,,,,-124.7737752,-533.4060094,Down the Line,Backhand,,,,,,,,,,-160.733902,-144.0480424,,,1.0,1.0,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Miguel Perez Pena,,,,Kaylan Bigun,1,,,
15-15,3-2,0-0,1.0,1442359,,,30,,1,Deuce,Miguel Perez Pena,Near,0.0,T,12.929943132101808,216.05200678029084,1.0,T,-44.02275809,244.05659995612933,,18.925989720025218,-409.9602745,,,,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Miguel Perez Pena,,,,,,2nd Serve In,T,
15-15,3-2,0-0,,1451890,1.0,1451890.0,30,,2,Deuce,Miguel Perez Pena,Near,,,,,,,,,,-36.900771,457.5175962377339,Crosscourt,Backhand,,,,,,,,,,141.04900481182565,-306.4915628,1.0,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,,,,Kaylan Bigun,,,,Short
15-30,3-2,0-0,1.0,1476660,,,31,,1,Ad,Miguel Perez Pena,Near,1.0,Wide,116.12451881008874,200.3049541,,,,,,-28.81559493,-468.7564469,,,,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,,1.0,,Kaylan Bigun,Miguel Perez Pena,,,,,,1st Serve In,Wide,
15-30,3-2,0-0,,1477560,,,31,,2,Ad,Miguel Perez Pena,Near,,,,,,,,,,146.57666229213774,462.27715988602546,Crosscourt,Backhand,,,,,,,,,,-41.16936242,-256.2703139,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,1.0,,,,,,,Short
15-30,3-2,0-0,,1478920,,,31,,3,Ad,Miguel Perez Pena,Near,,,,,,,,,,-57.1636811,-490.5982229,Down the Line,Forehand,,,,,,,,,,-84.90860674,463.00184820623497,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Miguel Perez Pena,,1.0,,,,,,Long
15-30,3-2,0-0,,1479959,,,31,,4,Deuce,Miguel Perez Pena,Near,,,,,,,,,,-90.54872047,484.40007655268056,Crosscourt,Forehand,,,,,,,,,,145.91692913378287,-435.1576717,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Kaylan Bigun,1.0,,,,,,,Deep
15-30,3-2,0-0,,1481569,1.0,1481569.0,31,,5,Deuce,Miguel Perez Pena,Near,,,,,,,,,,162.79983595792115,-527.5492509,Down the Line,Forehand,,,,,,,,,,203.03486985991265,538.2616852578146,,1.0,,,1.0,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Miguel Perez Pena,,,,Kaylan Bigun,1,,,
15-40,3-2,0-0,1.0,1508449,,,32,1.0,1,Deuce,Miguel Perez Pena,Near,1.0,Wide,-157.0181376,244.99999999987344,1.0,Body,-82.84248141,195.9698764,,35.30380030619349,-472.8202592,,,1.0,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,,,,Kaylan Bigun,Miguel Perez Pena,,,,,,1st Serve In,Wide,
15-40,3-2,0-0,,1519890,1.0,1519890.0,32,1.0,2,Deuce,Miguel Perez Pena,Near,,,,,,,,,,-130.7610947,458.0051235780661,Down the Line,Forehand,,,,,,,,,,-74.20581802,12.898403324577783,,,,1.0,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,,1.0,,Miguel Perez Pena,1,,,
30-40,3-2,0-0,1.0,1548349,,,33,1.0,1,Ad,Miguel Perez Pena,Near,0.0,Wide,200.1298009622763,244.65834426934,1.0,Wide,134.95592738400728,228.85016404187655,,-30.89902122,-489.9036581,,,1.0,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,,,,Kaylan Bigun,Miguel Perez Pena,,,,,,2nd Serve In,Wide,
30-40,3-2,0-0,,1557180,,,33,1.0,2,Ad,Miguel Perez Pena,Near,,,,,,,,,,159.25991360446716,445.0103783899714,Down the Line,Backhand,,,,,,,,,,126.30912073484288,-166.6999781,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,,1.0,,,,,,Short
30-40,3-2,0-0,,1558180,,,33,1.0,3,Deuce,Miguel Perez Pena,Near,,,,,,,,,,108.72977362199109,-439.7900427,Crosscourt,Forehand,,,,,,,,,,-125.3655293,505.8040463689426,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Miguel Perez Pena,,,,,,,,Long
30-40,3-2,0-0,,1559719,,,33,1.0,4,Deuce,Miguel Perez Pena,Near,,,,,,,,,,-120.5487041,467.8744422569761,Crosscourt,Forehand,,,,,,,,,,22.56114391949841,-246.1237587,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,1.0,,,,,,,Short
30-40,3-2,0-0,,1561280,1.0,1561280.0,33,1.0,5,Deuce,Miguel Perez Pena,Near,,,,,,,,,,42.26996391073932,-470.8200077,Crosscourt,Forehand,1.0,,,,,,,,,-54.18270997,244.26811570416072,1.0,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,,,,Kaylan Bigun,Miguel Perez Pena,,,,Miguel Perez Pena,,,,Short
0-0,3-3,0-0,1.0,1603680,,,34,,1,Deuce,Miguel Perez Pena,Near,1.0,Wide,-156.8868493,242.9953083988246,,,,,,-41.22187773,463.3749671913617,,,,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Miguel Perez Pena,,,,,,1st Serve In,Wide,
0-0,3-3,0-0,,1632550,,,34,,2,Deuce,Kaylan Bigun,Far,,,,,,,,,,95.06568788271554,-518.9204342,Crosscourt,Backhand,,,,,,,,,,-1.804429134,50.872790901111095,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Miguel Perez Pena,Miguel Perez Pena,1.0,,,,,,,Short
0-0,3-3,0-0,,1634359,1.0,1634359.0,34,,3,Deuce,Kaylan Bigun,Far,,,,,,,,,,-1.804429134,97.14092300957364,Crosscourt,Backhand,,,,,,,1,,,139.9260115922287,-428.8638725,1.0,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Miguel Perez Pena,Kaylan Bigun,,,,Kaylan Bigun,,,,Deep
15-0,3-3,0-0,1.0,1655910,,,35,,1,Ad,Kaylan Bigun,Far,1.0,Wide,-146.6432251,-132.600853,,,,,,59.26892497809712,487.20080380552264,,,,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Miguel Perez Pena,Kaylan Bigun,,,,,,1st Serve In,Wide,
15-0,3-3,0-0,,1656859,1.0,1656859.0,35,,2,Ad,Kaylan Bigun,Far,,,,,,,,,,-210.9782699,-513.9362259,Down the Line,Backhand,1.0,,,,,,,,,-183.7197233,-3.80506343,,,1.0,1.0,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,,,,Miguel Perez Pena,Miguel Perez Pena,,,,Kaylan Bigun,1,,,
30-0,3-3,0-0,1.0,1678479,,,36,,1,Deuce,Miguel Perez Pena,Far,1.0,T,23.739140419935243,-178.6039972,,,,,,-40.57404856,483.87017716510434,,,,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Miguel Perez Pena,,,,,,1st Serve In,T,
30-0,3-3,0-0,,1679339,,,36,,2,Deuce,Miguel Perez Pena,Far,,,,,,,,,,56.20240594922731,-517.0108213,Crosscourt,Backhand,,,,,,,,,,-100.2545986,355.3748195536221,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,,,,,,,,Deep
30-0,3-3,0-0,,1680910,,,36,,3,Deuce,Miguel Perez Pena,Far,,,,,,,,,,-130.1355424,425.56757983355095,Crosscourt,Forehand,,,,,,,,,,69.66580818019148,-230.9614173,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Miguel Perez Pena,,,,,,,,Short
30-0,3-3,0-0,,1681839,,,36,,4,Deuce,Miguel Perez Pena,Far,,,,,,,,,,123.94880249337427,-515.2981026,Crosscourt,Forehand,,,,,,,,,,-19.59211505,291.04318132093454,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Kaylan Bigun,1.0,,,,,,,Short
30-0,3-3,0-0,,1683140,,,36,,5,Deuce,Miguel Perez Pena,Far,,,,,,,,,,-36.67765748,467.5669291336168,Crosscourt,Backhand,,,,,,,,,,106.72489063861502,-348.6793854,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Miguel Perez Pena,1.0,,,,,,,Short
30-0,3-3,0-0,,1684479,,,36,,6,Deuce,Miguel Perez Pena,Far,,,,,,,,,,139.7132327208377,-512.2141678,Crosscourt,Forehand,,,,,,,,,,-111.7908191,404.8619641292746,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,1.0,,,,,,,Deep
30-0,3-3,0-0,,1685810,,,36,,7,Deuce,Miguel Perez Pena,Far,,,,,,,,,,-124.5034285,524.9240212158268,Down the Line,Forehand,,,,,,,,,,-108.8255413,-260.3644029,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Miguel Perez Pena,,,,,,,,Short
30-0,3-3,0-0,,1687040,1.0,1687040.0,36,,8,Ad,Miguel Perez Pena,Far,,,,,,,,,,-105.374918,-527.2586177,Down the Line,Backhand,,,,,,,,,,-168.7159613,-187.2691765,,,1.0,1.0,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,,1.0,,Miguel Perez Pena,1,,,
40-0,3-3,0-0,1.0,1721339,,,37,,1,Ad,Miguel Perez Pena,Far,0.0,T,18.62601706035783,217.76154855631793,1.0,Wide,-124.9693679,-152.6798064,,37.724059492543944,453.9219433505966,,,,,,,,,,,,,,,,,1.0,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Miguel Perez Pena,,,,,,2nd Serve In,Wide,
40-0,3-3,0-0,,1736670,1.0,1736670.0,37,,2,Ad,Miguel Perez Pena,Far,,,,,,,,,,-191.9644357,-494.4025208,Crosscourt,Backhand,,,,,,,,,,174.69474518801124,454.8386646979278,,1.0,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,1.0,,,Miguel Perez Pena,1,,,
0-0,3-4,0-0,1.0,1830030,,,38,,1,Deuce,Miguel Perez Pena,Far,1.0,Wide,132.33999890631833,-164.01653,,,,,,-59.78447069,451.33920056844573,,,1.0,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,,,,Kaylan Bigun,Miguel Perez Pena,,,,,,1st Serve In,Wide,
0-0,3-4,0-0,,1830849,,,38,,2,Deuce,Miguel Perez Pena,Far,,,,,,,,,,189.70210520550128,-452.2319991,Down the Line,Forehand,,,,,,,,,,98.42173009618712,421.88335520538135,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Kaylan Bigun,,1.0,,,,,,Deep
0-0,3-4,0-0,,1832170,1.0,1832170.0,38,,3,Ad,Miguel Perez Pena,Far,,,,,,,,,,83.26333114606373,493.1158956690366,Crosscourt,Backhand,,,,,,,,,,-61.04016842,-457.4641623,,,,,1.0,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Miguel Perez Pena,,,,Kaylan Bigun,1,,,Long
0-15,3-4,0-0,1.0,1853699,,,39,,1,Ad,Miguel Perez Pena,Far,1.0,Wide,-141.4475011,-204.9346074,,,,,,19.29110892387455,468.5503280837475,,,,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Miguel Perez Pena,,,,,,1st Serve In,Wide,
0-15,3-4,0-0,,1854430,,,39,,2,Ad,Miguel Perez Pena,Far,,,,,,,,,,-176.9475448,-528.427734,Crosscourt,Backhand,,,,,,,,,,121.72138013991962,364.2386920383071,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,1.0,,,,,,,Deep
0-15,3-4,0-0,,1855949,,,39,,3,Ad,Miguel Perez Pena,Far,,,,,,,,,,129.87376968497227,353.0476104547608,Down the Line,Backhand,,,,,,,,,,90.28794291333918,-305.678762,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Miguel Perez Pena,,,,,,,,Short
0-15,3-4,0-0,,1857359,,,39,,4,Deuce,Miguel Perez Pena,Far,,,,,,,,,,71.76959755026914,-449.9087708,Crosscourt,Forehand,,,,,,,,,,-40.0063703,430.0396106734437,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,1.0,,,,,,,Deep
0-15,3-4,0-0,,1858550,1.0,1858550.0,39,,5,Deuce,Miguel Perez Pena,Far,,,,,,,,,,-48.45168963,517.8751804459266,Down the Line,Forehand,,,,,,,,,,-80.61502078,12.312620297456458,,,,1.0,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Miguel Perez Pena,,,,Kaylan Bigun,1,,,
0-30,3-4,0-0,1.0,1891930,,,40,,1,Deuce,Miguel Perez Pena,Far,1.0,Body,66.27853237,-179.8343559,,,,,,-50.81307962,428.5117290024033,,,1.0,,,,,,,,,,,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,,,,Kaylan Bigun,Miguel Perez Pena,,,,,,1st Serve In,Body,
0-30,3-4,0-0,,1892760,,,40,,2,Deuce,Miguel Perez Pena,Far,,,,,,,,,,96.01218832016038,-468.1815726,Crosscourt,Backhand,,,,,,,,,,-8.307906824,347.01799540664484,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,,1.0,,,Kaylan Bigun,Kaylan Bigun,,,,,,,,Short
0-30,3-4,0-0,,1894229,,,40,,3,Deuce,Miguel Perez Pena,Far,,,,,,,,,,-12.48344816,491.3294947504024,Crosscourt,Forehand,,,,,,,,,,79.48575022,-360.2864173,,,,,,UCLA,01/26/25,Division 1,Singles Dual-Match,,,,UGA,Kaylan Bigun,Miguel Perez Pena,Left,Right,3rd,Hard,,1.0,,,,Kaylan Bigun,Miguel Perez Pena,,,,,,,,Deep
