pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-40,4-1,0-0,,1306999,,,33,1.0,13,Deuce,Thomas Paulsell,Near,,,,,,,,,,141.408152887066,-533.964616141456,Down the Line,Forehand,,,,,,,,,,11.0903379265035,282.443263341936,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Short
40-40,4-1,0-0,,1309000,,,33,1.0,14,Deuce,Thomas Paulsell,Near,,,,,,,,,,-33.4921751968331,326.776634951712,Down the Line,Forehand,,,,,,,,,,-74.4043580489554,-396.442251749576,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,,1.0,,,,,,Deep
40-40,4-1,0-0,,1309999,,,33,1.0,15,Ad,Thomas Paulsell,Near,,,,,,,,,,-69.6011209535948,-527.650492125712,Down the Line,Backhand,,,,,,,,,,-77.8128390200823,143.149578958806,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Short
40-40,4-1,0-0,,1310999,1.0,1310999.0,33,1.0,16,Deuce,Thomas Paulsell,Near,,,,,,,,,,-77.8128390200823,189.417711067269,Down the Line,,,1.0,,,,,1,,,-125.041251093549,-485.735236220222,,,,,1.0,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,Thomas Paulsell,1,,,Long
0-0,4-2,0-0,1.0,1354999,,,34,,1,Deuce,Spencer Johnson,Far,1.0,Wide,111.55538057737,-229.658180227353,,,,,,-15.721598862634,463.57408136459,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,,,1st Serve In,Wide,
0-0,4-2,0-0,,1356000,1.0,1356000.0,34,,2,Deuce,Spencer Johnson,Far,,,,,,,,,,165.528258967544,-533.294663166829,Down the Line,Forehand,,,,,,,,,,127.452668416382,179.00785214339,1.0,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,,,Thomas Paulsell,,,,Short
15-0,4-2,0-0,1.0,1382000,,,35,,1,Ad,Spencer Johnson,Far,0.0,T,-17.6846839457476,-276.493646106594,1.0,Wide,-137.609902668345,-168.467049431234,,33.2456747593879,425.947779964784,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,,,2nd Serve In,Wide,
15-0,4-2,0-0,,1394000,1.0,1394000.0,35,,2,Ad,Spencer Johnson,Far,,,,,,,,,,-203.901640419842,-525.715884732887,Down the Line,Backhand,,,,,,,,,,-48.2504702536934,176.403023840679,1.0,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,,,Thomas Paulsell,,,,Short
30-0,4-2,0-0,1.0,1433999,,,36,,1,Deuce,Spencer Johnson,Far,0.0,Wide,168.978920603587,-218.90145997364,1.0,T,46.8976268591184,-216.590097331472,,-21.8456036745294,461.037959317347,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,,,2nd Serve In,T,
30-0,4-2,0-0,,1445000,,,36,,2,Deuce,Spencer Johnson,Far,,,,,,,,,,87.380194663122,-541.219843613019,Down the Line,Forehand,,,,,,,,,,23.0025098425078,117.131878827586,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Thomas Paulsell,Thomas Paulsell,,,,,,,,Short
30-0,4-2,0-0,,1445999,1.0,1445999.0,36,,3,Ad,Spencer Johnson,Far,,,,,,,,,,23.0025098425078,163.400049212514,Crosscourt,,,1.0,,,,,1,,,-96.4350284338959,-197.218722659566,1.0,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,Spencer Johnson,,,,Short
40-0,4-2,0-0,1.0,1479000,,,37,,1,Ad,Spencer Johnson,Far,1.0,T,-46.6344378827406,-222.568460192361,,,,,,41.7536909448603,480.772730752158,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,,,1st Serve In,T,
40-0,4-2,0-0,,1479000,1.0,1479000.0,37,,2,Ad,Spencer Johnson,Far,,,,,,,,,,-84.9103291775589,-514.614140419682,Crosscourt,Forehand,,,,,,,,,,60.8979330708347,610.21891404168,,,,,1.0,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,1.0,,,Spencer Johnson,1,,,Long
0-0,5-2,0-0,1.0,1584999,,,38,,1,Deuce,Thomas Paulsell,Far,1.0,T,9.81998031495556,-186.874125109265,,,,,,-46.9066218284972,456.20421587902894,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,1st Serve In,T,
0-0,5-2,0-0,,1586000,1.0,1586000.0,38,,2,Deuce,Thomas Paulsell,Far,,,,,,,,,,32.5343066491521,-485.474229002374,Down the Line,Forehand,,,,,,,,,,43.4698162729434,-32.6338637357661,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,1.0,,Thomas Paulsell,1,,,
15-0,5-2,0-0,1.0,1615000,,,39,,1,Ad,Thomas Paulsell,Far,0.0,T,-46.7030293088123,-333.239884076818,1.0,T,-51.6634678477423,-196.438456911535,,6.08702974627857,434.858962160755,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,2nd Serve In,T,
15-0,5-2,0-0,,1625999,,,39,,2,Ad,Thomas Paulsell,Far,,,,,,,,,,-49.5392005686533,-466.755659448578,Crosscourt,Backhand,,,,,,,,,,6.82477034120382,424.851618547462,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,1.0,,,,,,,Deep
15-0,5-2,0-0,,1627000,,,39,,3,Ad,Thomas Paulsell,Far,,,,,,,,,,21.5408464566818,541.17188320182,Down the Line,Forehand,,,,,,,,,,103.404368985073,-405.139927821313,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,,1.0,,,,,,Deep
15-0,5-2,0-0,,1628000,,,39,,4,Deuce,Thomas Paulsell,Far,,,,,,,,,,99.2461668853381,-473.178373796781,Down the Line,Backhand,,,,,,,,,,64.5677274715327,334.0383694224,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
15-0,5-2,0-0,,1630000,,,39,,5,Ad,Thomas Paulsell,Far,,,,,,,,,,59.3608267716229,549.582524059209,Crosscourt,Forehand,,,,,,,,,,-71.0684875327717,-250.830156386572,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,1.0,,,,,,,Short
15-0,5-2,0-0,,1631000,,,39,,6,Ad,Thomas Paulsell,Far,,,,,,,,,,-131.406359361262,-576.17130905482,Crosscourt,Forehand,,,,,,,,,,50.438123359554,198.52563429561,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
15-0,5-2,0-0,,1633000,,,39,,7,Ad,Thomas Paulsell,Far,,,,,,,,,,91.7143153980279,480.77877843369697,Down the Line,Backhand,,,,,,,,,,8.36819225721353,-299.548250218568,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Short
15-0,5-2,0-0,,1634000,,,39,,8,Ad,Thomas Paulsell,Far,,,,,,,,,,-3.07417432195817,-502.282879483555,Crosscourt,Forehand,,,,,,,,,,79.0121937882357,160.199141513478,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
15-0,5-2,0-0,,1634999,,,39,,9,Ad,Thomas Paulsell,Far,,,,,,,,,,79.0121937882357,206.467273621941,Down the Line,,,1.0,,,,,,1,,56.4628390200933,-428.009694881669,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Deep
15-0,5-2,0-0,,1635999,,,39,,10,Deuce,Thomas Paulsell,Far,,,,,,,,,,42.9157261592079,-459.741458879903,Crosscourt,Backhand,,,,,,,,,,-21.5221292650807,205.091464348101,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
15-0,5-2,0-0,,1637000,1.0,1637000.0,39,,11,Deuce,Thomas Paulsell,Far,,,,,,,,,,-21.5221292650807,251.359596456563,Crosscourt,Forehand,,,1.0,,,,,,,170.222637795188,-324.032288932466,,,1.0,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,Spencer Johnson,1,,,
15-15,5-2,0-0,1.0,1681000,,,40,,1,Deuce,Thomas Paulsell,Far,1.0,Wide,144.906660104912,-203.244012467087,,,,,,-47.7054516622676,469.703827646302,,,1.0,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Thomas Paulsell,,,,,,1st Serve In,Wide,
15-15,5-2,0-0,,1681999,,,40,,2,Deuce,Thomas Paulsell,Far,,,,,,,,,,201.860126859038,-479.05974409424095,Down the Line,Backhand,,,,,,,,,,77.5288276465041,329.396084864222,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
15-15,5-2,0-0,,1684000,,,40,,3,Ad,Thomas Paulsell,Far,,,,,,,,,,57.646462160950094,465.896391075875,Down the Line,Backhand,1.0,,,,,,,,,84.2596675415138,-370.259924540491,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Deep
15-15,5-2,0-0,,1685999,,,40,,4,Deuce,Thomas Paulsell,Far,,,,,,,,,,90.0564468503472,-518.147096456425,Down the Line,Forehand,,,,,,,,,,64.8994313210513,156.462133639464,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,,1.0,,,,,,Short
15-15,5-2,0-0,,1688000,,,40,,5,Ad,Thomas Paulsell,Far,,,,,,,,,,53.8458005249066,211.540206692804,Crosscourt,Forehand,,,,,,,,1,,-77.3286034557781,-391.22784886244,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,1.0,,,,,,,Deep
15-15,5-2,0-0,,1688999,1.0,1688999.0,40,,6,Ad,Thomas Paulsell,Far,,,,,,,,,,-89.2538276464981,-559.945570865853,Down the Line,Forehand,,,,,,,,,,-135.182906824077,54.946057524031104,1.0,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,Spencer Johnson,,,,Short
15-30,5-2,0-0,1.0,1722000,,,41,,1,Ad,Thomas Paulsell,Far,1.0,T,-21.6275809273729,-188.90664370069,,,,,,0.93203193350783,456.975448381216,,,1.0,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Thomas Paulsell,,,,,,1st Serve In,T,
15-30,5-2,0-0,,1722999,,,41,,2,Ad,Thomas Paulsell,Far,,,,,,,,,,-39.4876476377749,-511.514167760016,Crosscourt,Backhand,,,,,,,,,,33.9750710848468,244.056599956129,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,1.0,,,,,,,Short
15-30,5-2,0-0,,1723999,,,41,,3,Ad,Thomas Paulsell,Far,,,,,,,,,,43.2789315397852,496.645598206218,Down the Line,Forehand,,,,,,,,,,17.4229111985912,-430.680779746059,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,,1.0,,,,,,Deep
15-30,5-2,0-0,,1726000,,,41,,4,Deuce,Thomas Paulsell,Far,,,,,,,,,,22.4735673665676,-480.842891513312,Crosscourt,Backhand,,,,,,,,,,-92.545182633373,211.984328521325,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
15-30,5-2,0-0,,1726999,,,41,,5,Deuce,Thomas Paulsell,Far,,,,,,,,,,-129.990666010432,546.905506342675,Crosscourt,Forehand,,,,,,,,,,69.6818077427462,-245.524349299961,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Short
15-30,5-2,0-0,,1728000,,,41,,6,Deuce,Thomas Paulsell,Far,,,,,,,,,,101.793848425144,-464.292109579813,Crosscourt,Backhand,,,,,,,,,,-148.400880358629,367.021697287649,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,,,,,,,,Deep
15-30,5-2,0-0,,1729000,,,41,,7,Deuce,Thomas Paulsell,Far,,,,,,,,,,-200.562822615819,574.386860235924,Down the Line,Forehand,1.0,,,,,,,,,-152.527580927305,-255.838287401443,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Short
15-30,5-2,0-0,,1731000,,,41,,8,Ad,Thomas Paulsell,Far,,,,,,,,,,-152.527580927305,-275.942886045352,Crosscourt,,,1.0,,,,,,,,40.7012029746071,241.82569444432,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
15-30,5-2,0-0,,1732000,1.0,1732000.0,41,,9,Ad,Thomas Paulsell,Far,,,,,,,,,,87.2520450568228,485.84815179327506,Crosscourt,Backhand,,,,,,,,,,-135.851060804829,-295.774152449541,1.0,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,Thomas Paulsell,,,,Short
30-30,5-2,0-0,1.0,1772000,,,42,,1,Deuce,Thomas Paulsell,Far,0.0,Wide,149.11665026239,-252.728133201969,1.0,Wide,124.288582677101,-221.532507655179,,-48.4289534120485,483.374037620048,,,1.0,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Thomas Paulsell,,,,,,2nd Serve In,Wide,
30-30,5-2,0-0,,1788000,,,42,,2,Deuce,Thomas Paulsell,Far,,,,,,,,,,179.853379264999,-453.51414588778,Down the Line,Backhand,,,,,,,,,,96.8688538932133,300.138281933353,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
30-30,5-2,0-0,,1789000,,,42,,3,Ad,Thomas Paulsell,Far,,,,,,,,,,79.5991633857856,503.210203411814,Crosscourt,Backhand,,,,,,,,,,-132.088637357762,-332.972676071569,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Short
30-30,5-2,0-0,,1789999,,,42,,4,Ad,Thomas Paulsell,Far,,,,,,,,,,-163.571566054159,-549.427466097704,Down the Line,Forehand,1.0,,,,,,,,,-77.4469925633896,273.068476596534,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
30-30,5-2,0-0,,1791000,1.0,1791000.0,42,,5,Deuce,Thomas Paulsell,Far,,,,,,,,,,-77.4469925633896,319.336608704997,Crosscourt,,,1.0,,,,,,,,44.8495297462586,224.195745844154,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,Spencer Johnson,1,,,
30-40,5-2,0-0,1.0,1823000,,,43,1.0,1,Ad,Thomas Paulsell,Far,1.0,Wide,-130.127925415506,-238.933869203726,,,,,,-6.96899606298853,441.303264435468,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,1st Serve In,Wide,
30-40,5-2,0-0,,1823000,,,43,1.0,2,Ad,Thomas Paulsell,Far,,,,,,,,,,-165.998293963169,-488.011422790649,Down the Line,Forehand,,,,,,,,,,-39.0132874015547,313.594870953469,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
30-40,5-2,0-0,,1823999,,,43,1.0,3,Deuce,Thomas Paulsell,Far,,,,,,,,,,-31.4328630795988,464.412106298973,Crosscourt,Forehand,,,,,,,,,,102.76687445314,-342.256977252667,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Short
30-40,5-2,0-0,,1826000,,,43,1.0,4,Deuce,Thomas Paulsell,Far,,,,,,,,,,120.648950131171,-516.751574802883,Crosscourt,Backhand,,,,,,,,,,-8.51081036744967,421.878034776685,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,,,,,Deep
30-40,5-2,0-0,,1827000,,,43,1.0,5,Deuce,Thomas Paulsell,Far,,,,,,,,,,-36.3016294837958,511.646106736394,Crosscourt,Forehand,,,,,,,,,,16.3179844706827,-198.547834645567,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Short
30-40,5-2,0-0,,1830000,1.0,1830000.0,43,1.0,6,Deuce,Thomas Paulsell,Far,,,,,,,,,,18.1738571740938,-330.465223096942,Crosscourt,Forehand,,,,,,,,,,-95.9123632982882,373.074852362012,1.0,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,1.0,,,Spencer Johnson,,,,Deep
40-40,5-2,0-0,1.0,1859999,,,44,1.0,1,Ad,Thomas Paulsell,Far,1.0,Body,-62.8599464129159,-237.949207130236,,,,,,-9.29356408573448,442.629276027768,,,1.0,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Thomas Paulsell,,,,,,1st Serve In,Body,
40-40,5-2,0-0,,1859999,,,44,1.0,2,Ad,Thomas Paulsell,Far,,,,,,,,,,-69.5772364391592,-535.048835301561,Crosscourt,Backhand,,,,,,,,,,6.2691874453161,244.217896981501,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,1.0,,,,,,,Short
40-40,5-2,0-0,,1861999,1.0,1861999.0,44,1.0,3,Ad,Thomas Paulsell,Far,,,,,,,,,,34.8751038932453,468.221571522068,Down the Line,Forehand,,,,,,,,,,54.944143700759,236.474721128487,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,,1.0,,Spencer Johnson,1,,,
0-0,0-0,1-0,1.0,2081000,,,45,,1,Deuce,Spencer Johnson,Near,1.0,T,-25.0160433070737,234.550639763658,,,,,,17.5782753718194,-445.951711504582,,,1.0,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Thomas Paulsell,Spencer Johnson,,,,,,1st Serve In,T,
0-0,0-0,1-0,,2081000,1.0,2081000.0,45,,2,Deuce,Spencer Johnson,Near,,,,,,,,,,-36.7207567803835,525.858005249072,Down the Line,Backhand,,,,,,,,,,-164.719592082155,225.489720034879,,1.0,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,1.0,,Spencer Johnson,1,,,
15-0,0-0,1-0,1.0,2101999,,,46,,1,Ad,Spencer Johnson,Near,1.0,Body,83.0991633857839,201.896336395346,,,,,,-57.7105752405651,-461.096484033008,,,1.0,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Thomas Paulsell,Spencer Johnson,,,,,,1st Serve In,Body,
15-0,0-0,1-0,,2103000,,,46,,2,Ad,Spencer Johnson,Near,,,,,,,,,,173.612975721695,526.711876640148,Crosscourt,Backhand,,,,,,,,,,-6.88643372703056,-242.768558617547,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,,,,,,,Short
15-0,0-0,1-0,,2104000,,,46,,3,Ad,Spencer Johnson,Near,,,,,,,,,,-6.88643372703056,-262.873157261457,Crosscourt,Forehand,,,,,,,,,,59.2559492563123,390.136893044418,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Thomas Paulsell,Spencer Johnson,,,,,,,,Deep
