pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-30,0-1,0-0,1.0,945267,,,11,,1,Ad,Rudy Quan,Near,1.0,Body,94.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,Body,
40-30,0-1,0-0,,977689,,,11,,2,Ad,Rudy Quan,Near,,,,,,,,,,88.0,444.0,Crosscourt,Backhand,,,,,,,,,,-93.0,-232.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
40-30,0-1,0-0,,979152,,,11,,3,Ad,Rudy Quan,Near,,,,,,,,,,-162.0,-446.0,Crosscourt,Backhand,,,,,,,,,,51.0,354.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
40-30,0-1,0-0,,980722,,,11,,4,Ad,Rudy Quan,Near,,,,,,,,,,91.0,466.0,Down the Line,Forehand,,,,,,,,,,147.0,-347.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,,,,,Short
40-30,0-1,0-0,,981891,,,11,,5,Deuce,Rudy Quan,Near,,,,,,,,,,187.0,-501.0,Crosscourt,Forehand,,,,,,,,,,-66.0,263.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
40-30,0-1,0-0,,983237,,,11,,6,Deuce,Rudy Quan,Near,,,,,,,,,,-66.0,458.0,Down the Line,Forehand,1.0,,,,,,,,,-130.0,-416.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
40-30,0-1,0-0,,984371,,,11,,7,Ad,Rudy Quan,Near,,,,,,,,,,-181.0,-525.0,Crosscourt,Backhand,,,,,,,,,,3.0,367.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
40-30,0-1,0-0,,986484,,,11,,8,Ad,Rudy Quan,Near,,,,,,,,,,19.0,436.0,Crosscourt,Forehand,,,,,,,,,,-112.0,-403.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,1.0,,,,,,,Deep
40-30,0-1,0-0,,987836,,,11,,9,Ad,Rudy Quan,Near,,,,,,,,,,-186.0,-552.0,Down the Line,Backhand,,1.0,,1.0,,,,,,-90.0,133.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
40-30,0-1,0-0,,988954,1.0,989540.0,11,,10,Deuce,Rudy Quan,Near,,,,,,,,,,-90.0,117.0,Crosscourt,Forehand,,,,,,,,1,,131.0,-206.0,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,Iiro Vasa,,,,Short
40-40,0-1,0-0,1.0,1017505,,,12,1.0,1,Deuce,Rudy Quan,Near,0.0,Body,-98.0,251.0,1.0,T,-48.0,158.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,2nd Serve In,T,
40-40,0-1,0-0,,1040866,,,12,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-82.0,460.0,Crosscourt,Forehand,,,,,,,,,,94.0,-238.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
40-40,0-1,0-0,,1042065,,,12,,3,Deuce,Rudy Quan,Near,,,,,,,,,,213.0,-475.0,Crosscourt,Forehand,,,,,,,,,,-53.0,263.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
40-40,0-1,0-0,,1043373,,,12,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-77.0,452.0,Crosscourt,Forehand,,,,,,,,,,59.0,-374.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
40-40,0-1,0-0,,1044576,,,12,,5,Deuce,Rudy Quan,Near,,,,,,,,,,96.0,-472.0,Down the Line,Forehand,1.0,,,,,,,,,83.0,391.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
40-40,0-1,0-0,,1046075,,,12,,6,Ad,Rudy Quan,Near,,,,,,,,,,78.0,420.0,Down the Line,Backhand,,,,,,,,,,120.0,-350.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,
40-40,0-1,0-0,,1047611,,,12,,7,Deuce,Rudy Quan,Near,,,,,,,,,,96.0,-454.0,Crosscourt,Forehand,,,,,,,,,,-122.0,450.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
40-40,0-1,0-0,,1048836,,,12,,8,Deuce,Rudy Quan,Near,,,,,,,,,,-146.0,474.0,Down the Line,Forehand,,,,,,,,,,-48.0,-283.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
40-40,0-1,0-0,,1050356,1.0,1051132.0,12,,9,Ad,Rudy Quan,Near,,,,,,,,,,-42.0,-443.0,Crosscourt,Forehand,,,,,,,,,,62.0,-1.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,1.0,,,Iiro Vasa,1,,,
0-0,0-2,0-0,1.0,1051122,1.0,1109111.0,13,,1,Deuce,Iiro Vasa,Far,1.0,T,40.0,-239.0,,,,,1,,,,,,,,,,,,,,,,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Iiro Vasa,,1st Serve In,T,
15-0,0-2,0-0,1.0,1109101,,,14,,1,Ad,Iiro Vasa,Far,1.0,T,-37.0,-231.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,T,
15-0,0-2,0-0,,1128840,,,14,,2,Ad,Iiro Vasa,Far,,,,,,,,,,-56.0,-496.0,Down the Line,Forehand,,,,,,,,,,-56.0,380.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Deep
15-0,0-2,0-0,,1130589,,,14,,3,Deuce,Iiro Vasa,Far,,,,,,,,,,-69.0,450.0,Crosscourt,Forehand,,,,,,,,,,86.0,-243.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
15-0,0-2,0-0,,1131728,,,14,,4,Deuce,Iiro Vasa,Far,,,,,,,,,,165.0,-488.0,Crosscourt,Forehand,,,,,,,,,,-56.0,319.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-0,0-2,0-0,,1133164,,,14,,5,Deuce,Iiro Vasa,Far,,,,,,,,,,-72.0,450.0,Crosscourt,Forehand,,,,,,,,,,54.0,-446.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
15-0,0-2,0-0,,1134172,1.0,1135504.0,14,,6,Deuce,Iiro Vasa,Far,,,,,,,,,,62.0,-464.0,Down the Line,Forehand,,,,,,,,,,70.0,-1.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Iiro Vasa,1,,,
30-0,0-2,0-0,1.0,1135494,,,15,,1,Deuce,Iiro Vasa,Far,0.0,Body,78.0,1.0,1.0,Body,51.0,-234.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,2nd Serve In,Body,
30-0,0-2,0-0,,1174666,,,15,,2,Deuce,Iiro Vasa,Far,,,,,,,,,,99.0,-462.0,Down the Line,Backhand,1.0,,,,,,,,,78.0,159.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
30-0,0-2,0-0,,1176463,,,15,,3,Ad,Iiro Vasa,Far,,,,,,,,,,51.0,415.0,Crosscourt,Forehand,1.0,,,,,,,,,-77.0,-254.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,,,,,Short
30-0,0-2,0-0,,1177653,,,15,,4,Ad,Iiro Vasa,Far,,,,,,,,,,-152.0,-392.0,Crosscourt,Backhand,,,,,,,,,,67.0,431.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
30-0,0-2,0-0,,1179488,,,15,,5,Ad,Iiro Vasa,Far,,,,,,,,,,70.0,460.0,Down the Line,Forehand,,,,,,,,,,96.0,-230.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,,,,,Short
30-0,0-2,0-0,,1180769,,,15,,6,Deuce,Iiro Vasa,Far,,,,,,,,,,107.0,-464.0,Crosscourt,Forehand,,,,,,,,,,-61.0,367.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
30-0,0-2,0-0,,1181853,,,15,,7,Deuce,Iiro Vasa,Far,,,,,,,,,,-77.0,490.0,Crosscourt,Forehand,,,,,,,,,,72.0,-296.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
30-0,0-2,0-0,,1183159,,,15,,8,Deuce,Iiro Vasa,Far,,,,,,,,,,102.0,-448.0,Down the Line,Forehand,1.0,,,,,,,,,67.0,354.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
30-0,0-2,0-0,,1184375,,,15,,9,Ad,Iiro Vasa,Far,,,,,,,,,,59.0,431.0,Down the Line,Backhand,1.0,,,,,,,,,78.0,-264.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
30-0,0-2,0-0,,1185467,,,15,,10,Deuce,Iiro Vasa,Far,,,,,,,,,,62.0,-350.0,Down the Line,Forehand,1.0,,,,,,,,,67.0,261.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-0,0-2,0-0,,1187531,,,15,,11,Ad,Iiro Vasa,Far,,,,,,,,,,78.0,420.0,Down the Line,Backhand,1.0,,,,,,,,,149.0,-312.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
30-0,0-2,0-0,,1188705,,,15,,12,Deuce,Iiro Vasa,Far,,,,,,,,,,163.0,-411.0,Down the Line,Forehand,,,,,,,,,,8.0,362.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
30-0,0-2,0-0,,1190573,1.0,1191922.0,15,,13,Ad,Iiro Vasa,Far,,,,,,,,,,3.0,442.0,Crosscourt,Forehand,,,,,,,,,,-226.0,-326.0,,1.0,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,Rudy Quan,1,,,
30-15,0-2,0-0,1.0,1191912,1.0,1229447.0,16,,1,Ad,Iiro Vasa,Far,1.0,Body,-98.0,-211.0,,,,,1,,,,,,,,,,,,,,,,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Iiro Vasa,,1st Serve In,Body,
40-15,0-2,0-0,1.0,1229437,,,17,,1,Deuce,Iiro Vasa,Far,0.0,Body,62.0,-340.0,1.0,Body,54.0,-138.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,2nd Serve In,Body,
40-15,0-2,0-0,,1268438,,,17,,2,Deuce,Iiro Vasa,Far,,,,,,,,,,149.0,-464.0,Down the Line,Forehand,,,,,,,,,,32.0,367.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
40-15,0-2,0-0,,1269831,,,17,,3,Ad,Iiro Vasa,Far,,,,,,,,,,32.0,447.0,Down the Line,Forehand,,,,,,,,,,3.0,-347.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,,,,,Short
40-15,0-2,0-0,,1271208,,,17,,4,Deuce,Iiro Vasa,Far,,,,,,,,,,0.0,-446.0,Down the Line,Forehand,,,,,,,,,,-64.0,351.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
40-15,0-2,0-0,,1272406,1.0,1273259.0,17,,5,Deuce,Iiro Vasa,Far,,,,,,,,,,-82.0,460.0,Down the Line,Forehand,,,,,,,,,,-10.0,2.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Rudy Quan,1,,,
40-30,0-2,0-0,1.0,1273249,1.0,1302793.0,18,,1,Ad,Iiro Vasa,Far,1.0,T,-2.0,-196.0,,,,,1,,,,,,,,,,,,,,,,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Iiro Vasa,,1st Serve In,T,
0-0,0-3,0-0,1.0,1398873,,,19,,1,Deuce,Rudy Quan,Far,1.0,Body,83.0,-236.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,Body,
0-0,0-3,0-0,,1409493,,,19,,2,Deuce,Rudy Quan,Far,,,,,,,,,,168.0,-448.0,Crosscourt,Forehand,,,,,,,,,,-85.0,396.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
0-0,0-3,0-0,,1411079,,,19,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-109.0,479.0,Crosscourt,Forehand,,,,,,,,,,43.0,-302.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
0-0,0-3,0-0,,1412211,,,19,,4,Deuce,Rudy Quan,Far,,,,,,,,,,70.0,-446.0,Down the Line,Forehand,,,,,,,,,,70.0,436.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
0-0,0-3,0-0,,1413663,,,19,,5,Ad,Rudy Quan,Far,,,,,,,,,,72.0,463.0,Crosscourt,Backhand,1.0,,,,,,,,,-72.0,-230.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
0-0,0-3,0-0,,1415009,,,19,,6,Ad,Rudy Quan,Far,,,,,,,,,,-136.0,-395.0,Crosscourt,Backhand,,,,,,,,,,83.0,428.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
0-0,0-3,0-0,,1416863,,,19,,7,Ad,Rudy Quan,Far,,,,,,,,,,86.0,447.0,Crosscourt,Backhand,1.0,,,,,,,,,-101.0,-326.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
0-0,0-3,0-0,,1418231,,,19,,8,Ad,Rudy Quan,Far,,,,,,,,,,-192.0,-443.0,Crosscourt,Backhand,,,,,,,,,,35.0,436.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
0-0,0-3,0-0,,1420008,,,19,,9,Ad,Rudy Quan,Far,,,,,,,,,,62.0,458.0,Down the Line,Forehand,,,,,,,,,,133.0,-408.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,1.0,,,,,,Deep
0-0,0-3,0-0,,1421411,,,19,,10,Deuce,Rudy Quan,Far,,,,,,,,,,184.0,-501.0,Down the Line,Forehand,,,,,,,,,,109.0,231.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
0-0,0-3,0-0,,1422719,,,19,,11,Ad,Rudy Quan,Far,,,,,,,,,,67.0,439.0,Crosscourt,Backhand,,,,,,,,,,-101.0,-371.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
0-0,0-3,0-0,,1424119,1.0,1425432.0,19,,12,Ad,Rudy Quan,Far,,,,,,,,,,-170.0,-528.0,Down the Line,Backhand,,,,,,,,,,-165.0,372.0,,,1.0,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,Rudy Quan,1,,,
15-0,0-3,0-0,1.0,1425422,,,20,,1,Ad,Rudy Quan,Far,0.0,Body,-104.0,3.0,1.0,Body,-82.0,-226.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,2nd Serve In,Body,
15-0,0-3,0-0,,1470815,1.0,1472375.0,20,,2,Ad,Rudy Quan,Far,,,,,,,,,,-146.0,-390.0,Crosscourt,Backhand,,,,,,,,,,32.0,-1.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,Rudy Quan,1,,,
30-0,0-3,0-0,1.0,1473328,,,21,,1,Deuce,Rudy Quan,Far,0.0,Body,86.0,-276.0,1.0,Body,70.0,-196.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,2nd Serve In,Body,
30-0,0-3,0-0,,1515553,,,21,,2,Deuce,Rudy Quan,Far,,,,,,,,,,203.0,-469.0,Crosscourt,Forehand,,,,,,,,,,-40.0,319.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
30-0,0-3,0-0,,1516942,,,21,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-72.0,447.0,Crosscourt,Forehand,,,,,,,,,,59.0,-432.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
30-0,0-3,0-0,,1518054,,,21,,4,Deuce,Rudy Quan,Far,,,,,,,,,,64.0,-475.0,Crosscourt,Forehand,,,,,,,,,,-8.0,333.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
30-0,0-3,0-0,,1519289,,,21,,5,Deuce,Rudy Quan,Far,,,,,,,,,,-42.0,450.0,Crosscourt,Forehand,,,,,,,,,,62.0,-352.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
30-0,0-3,0-0,,1520430,,,21,,6,Deuce,Rudy Quan,Far,,,,,,,,,,59.0,-459.0,Crosscourt,Forehand,,,,,,,,,,-53.0,231.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
30-0,0-3,0-0,,1521466,,,21,,7,Deuce,Rudy Quan,Far,,,,,,,,,,-64.0,447.0,Crosscourt,Forehand,,,,,,,,,,46.0,-283.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
30-0,0-3,0-0,,1522776,,,21,,8,Deuce,Rudy Quan,Far,,,,,,,,,,62.0,-456.0,Crosscourt,Forehand,,,,,,,,,,-50.0,199.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
30-0,0-3,0-0,,1523960,,,21,,9,Deuce,Rudy Quan,Far,,,,,,,,,,-61.0,444.0,Crosscourt,Forehand,,,,,,,,,,102.0,-291.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
30-0,0-3,0-0,,1525307,,,21,,10,Deuce,Rudy Quan,Far,,,,,,,,,,176.0,-462.0,Down the Line,Forehand,,,,,,,,,,62.0,380.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
30-0,0-3,0-0,,1526788,1.0,1527567.0,21,,11,Ad,Rudy Quan,Far,,,,,,,,,,51.0,460.0,Crosscourt,Backhand,,,,,,,,,,-74.0,2.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,Iiro Vasa,1,,,
30-15,0-3,0-0,1.0,1527557,,,22,,1,Ad,Rudy Quan,Far,0.0,Body,-58.0,-255.0,1.0,Wide,-117.0,-210.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,2nd Serve In,Wide,
30-15,0-3,0-0,,1590676,1.0,1592443.0,22,,2,Ad,Rudy Quan,Far,,,,,,,,,,-221.0,-411.0,Crosscourt,Backhand,,,,,,,,,,59.0,479.0,,,,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,Rudy Quan,1,,,Long
