pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-0,3-5,0-0,,2108329,,,50,,11,Deuce,Spencer Johnson,Far,,,,,,,,,,-131.0,478.0,Crosscourt,Backhand,,,,,,,,,,24.0,-375.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,,,Deep
40-0,3-5,0-0,,2109766,,,50,,12,Deuce,Spencer Johnson,Far,,,,,,,,,,5.0,-528.0,Down the Line,Forehand,,,,,,,,,,72.0,389.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,,0,,,Deep
40-0,3-5,0-0,,2110925,,,50,,13,Ad,Spencer Johnson,Far,,,,,,,,,,48.0,506.0,Crosscourt,Forehand,,,,,,,,,,-96.0,-366.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,,,Deep
40-0,3-5,0-0,,2112089,,,50,,14,Ad,Spencer Johnson,Far,,,,,,,,,,-123.0,-527.0,Down the Line,Backhand,,,,,,,,,,-75.0,248.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,,0,,,Short
40-0,3-5,0-0,,2113586,,,50,,15,Deuce,Spencer Johnson,Far,,,,,,,,,,-8.0,442.0,Crosscourt,Backhand,,,,,,,,,,93.0,-368.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,,,Deep
40-0,3-5,0-0,,2114808,1.0,2117714.0,50,,16,Deuce,Spencer Johnson,Far,,,,,,,,,,139.0,-516.0,Crosscourt,Forehand,,,,,,,,,,-88.0,-22.0,,,,1.0,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,Spencer Johnson,1,,,
0-0,4-5,0-0,1.0,2124630,,,51,,1,Deuce,Oscar Pinto Sansano,Far,0.0,Body,59.0,-272.0,1.0,T,35.0,-165.0,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,2nd Serve In,T,
0-0,4-5,0-0,,2216204,,,51,,2,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,51.0,-479.0,Crosscourt,Forehand,,,,,,,,,,-117.0,338.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,1,,,,0,,,Short
0-0,4-5,0-0,,2216781,,,51,,3,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-80.0,498.0,Crosscourt,Forehand,,,,,,,,,,109.0,-301.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,4-5,0-0,,2218459,,,51,,4,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,181.0,-499.0,Crosscourt,Backhand,,,,,,,,,,-8.0,206.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-0,4-5,0-0,,2219847,,,51,,5,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-40.0,472.0,Crosscourt,Forehand,,,,,,,,,,77.0,-317.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,4-5,0-0,,2221083,,,51,,6,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,155.0,-515.0,Crosscourt,Backhand,,,,,,,,,,-21.0,238.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-0,4-5,0-0,,2222410,,,51,,7,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-77.0,413.0,Crosscourt,Forehand,,,,,,,,,,59.0,-314.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,4-5,0-0,,2223742,,,51,,8,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,133.0,-558.0,Down the Line,Backhand,,,,,,,,,,117.0,292.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-0,4-5,0-0,,2224998,,,51,,9,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,125.0,515.0,Down the Line,Backhand,,,,,,,,,,80.0,-285.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,4-5,0-0,,2226709,1.0,2227572.0,51,,10,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,67.0,-502.0,Crosscourt,Backhand,,,,,,,,,,-93.0,-23.0,,,,1.0,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,Oscar Pinto Sansano,1,,,
0-15,4-5,0-0,1.0,2237968,,,52,,1,Ad,Oscar Pinto Sansano,Far,0.0,Body,-75.0,27.0,1.0,T,-37.0,-195.0,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,2nd Serve In,T,
0-15,4-5,0-0,,2267766,,,52,,2,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-27.0,-433.0,Crosscourt,Forehand,,,,,,,,,,93.0,296.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-15,4-5,0-0,,2269089,,,52,,3,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,101.0,500.0,Crosscourt,Backhand,,,,,,,,,,-51.0,-385.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Deep
0-15,4-5,0-0,,2270580,,,52,,4,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-35.0,-556.0,Crosscourt,Forehand,,,,,,,,,,128.0,387.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
0-15,4-5,0-0,,2272310,,,52,,5,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,155.0,548.0,Crosscourt,Backhand,,,,,,,,,,-59.0,-222.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-15,4-5,0-0,,2273732,,,52,,6,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-43.0,-439.0,Down the Line,Forehand,,,,,,,,,,-115.0,405.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
0-15,4-5,0-0,,2274926,,,52,,7,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-131.0,580.0,Crosscourt,Forehand,,,,,,,,,,91.0,-392.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Deep
0-15,4-5,0-0,,2276352,,,52,,8,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,112.0,-476.0,Down the Line,Backhand,,,,,,,,,,136.0,226.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-15,4-5,0-0,,2277836,,,52,,9,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,123.0,492.0,Down the Line,Backhand,,,,,,,,,,133.0,-323.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-15,4-5,0-0,,2279465,,,52,,10,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,171.0,-527.0,Crosscourt,Backhand,,,,,,,,,,-43.0,280.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-15,4-5,0-0,,2280713,,,52,,11,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-109.0,522.0,Down the Line,Forehand,,,,,,,,,,-83.0,-368.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Deep
0-15,4-5,0-0,,2281920,,,52,,12,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-80.0,-553.0,Crosscourt,Forehand,,,,,,,,,,61.0,266.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-15,4-5,0-0,,2283040,,,52,,13,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,67.0,498.0,Down the Line,Backhand,,,,,,,,,,75.0,-195.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-15,4-5,0-0,,2285871,1.0,2288808.0,52,,14,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,59.0,-183.0,Down the Line,Forehand,,,,,,,,,,128.0,389.0,1.0,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,Spencer Johnson,0,,,Deep
15-15,4-5,0-0,1.0,2291046,,,53,,1,Deuce,Oscar Pinto Sansano,Far,0.0,T,37.0,-278.0,1.0,T,31.0,-203.0,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,2nd Serve In,T,
15-15,4-5,0-0,,2327239,,,53,,2,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,53.0,-423.0,Down the Line,Forehand,,,,,,,,,,47.0,389.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,,0,,,Deep
15-15,4-5,0-0,,2328215,,,53,,3,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,101.0,521.0,Down the Line,Forehand,,,,,,,,,,114.0,-352.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,1,,,0,,,Deep
15-15,4-5,0-0,,2329603,,,53,,4,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,205.0,-575.0,Crosscourt,Backhand,,,,,,,,,,-67.0,384.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
15-15,4-5,0-0,,2331003,,,53,,5,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-57.0,570.0,Down the Line,Forehand,,,,,,,,,,-99.0,-256.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-15,4-5,0-0,,2331997,,,53,,6,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-121.0,-567.0,Crosscourt,Forehand,,,,,,,,,,50.0,339.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-15,4-5,0-0,,2333712,,,53,,7,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,133.0,551.0,Down the Line,Forehand,,,,,,,,,,85.0,-323.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,1,,,0,,,Short
15-15,4-5,0-0,,2334969,,,53,,8,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,133.0,-537.0,Crosscourt,Backhand,1.0,,,,,,,,,-121.0,200.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-15,4-5,0-0,,2336382,,,53,,9,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-161.0,511.0,Crosscourt,Forehand,,,,,,,,,,82.0,-208.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-15,4-5,0-0,,2337620,,,53,,10,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,192.0,-532.0,Crosscourt,Backhand,,,,,,,,,,-17.0,227.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-15,4-5,0-0,,2339218,,,53,,11,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-54.0,501.0,Crosscourt,Forehand,,,,,,,,,,117.0,-368.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Deep
15-15,4-5,0-0,,2340510,,,53,,12,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,122.0,-548.0,Down the Line,Backhand,,,,,,,,,,71.0,357.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
15-15,4-5,0-0,,2341674,,,53,,13,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,93.0,546.0,Crosscourt,Forehand,,,,,,,,,,-99.0,-278.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,1,,,,0,,,Short
15-15,4-5,0-0,,2343100,,,53,,14,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-222.0,-561.0,Crosscourt,Forehand,,,,,,,,,,55.0,213.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-15,4-5,0-0,,2344468,,,53,,15,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,127.0,482.0,Crosscourt,Backhand,,,,,,,,,,-145.0,-299.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-15,4-5,0-0,,2346028,,,53,,16,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-201.0,-511.0,Crosscourt,Forehand,,,,,,,,,1.0,63.0,400.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
15-15,4-5,0-0,,2348966,1.0,2351309.0,53,,17,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,95.0,543.0,Crosscourt,Forehand,,,,,,,,,,-137.0,-288.0,1.0,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,1,,,Oscar Pinto Sansano,0,,,Short
15-30,4-5,0-0,1.0,2359511,,,54,,1,Ad,Oscar Pinto Sansano,Far,1.0,T,-21.0,-221.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,1st Serve In,T,
15-30,4-5,0-0,,2390434,,,54,,2,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-24.0,-503.0,Crosscourt,Backhand,,,,,,,,,,19.0,437.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,1,,,,0,,,Deep
15-30,4-5,0-0,,2392234,,,54,,3,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,6.0,532.0,Crosscourt,Forehand,,,,,,,,,,-83.0,-224.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,1,,,,0,,,Short
15-30,4-5,0-0,,2393388,,,54,,4,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-168.0,-499.0,Crosscourt,Forehand,,,,,,,,,,70.0,414.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
15-30,4-5,0-0,,2394939,,,54,,5,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,80.0,531.0,Crosscourt,Backhand,,,,,,,,,,-16.0,-277.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-30,4-5,0-0,,2396558,1.0,2397289.0,54,,6,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-2.0,-432.0,Down the Line,Forehand,,,,,,,,,,-88.0,-34.0,,,,1.0,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,Oscar Pinto Sansano,1,,,
15-40,4-5,0-0,1.0,2404123,,,55,,1,Deuce,Oscar Pinto Sansano,Far,0.0,Wide,150.0,-272.0,1.0,T,32.0,-219.0,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,2nd Serve In,T,
15-40,4-5,0-0,,2429263,,,55,,2,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,112.0,-423.0,Down the Line,Forehand,,,,,,,,,,51.0,357.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,,0,,,Deep
15-40,4-5,0-0,,2430387,,,55,,3,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,75.0,532.0,Crosscourt,Backhand,,,,,,,,,,-48.0,-219.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-40,4-5,0-0,,2431556,,,55,,4,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-61.0,-433.0,Crosscourt,Forehand,,,,,,,,,,91.0,216.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-40,4-5,0-0,,2433002,,,55,,5,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,96.0,519.0,Down the Line,Backhand,,,,,,,,,,56.0,-374.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Deep
15-40,4-5,0-0,,2434662,,,55,,6,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,134.0,-508.0,Down the Line,Forehand,,,,,,,,,,86.0,405.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,,0,,,Deep
15-40,4-5,0-0,,2435812,,,55,,7,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,104.0,508.0,Crosscourt,Backhand,,,,,,,,,,-51.0,-398.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Deep
15-40,4-5,0-0,,2437329,,,55,,8,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-35.0,-548.0,Crosscourt,Forehand,,,,,,,,,,118.0,317.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-40,4-5,0-0,,2438611,,,55,,9,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,144.0,511.0,Crosscourt,Backhand,1.0,,,,,,,,,-53.0,-288.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-40,4-5,0-0,,2440648,,,55,,10,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-77.0,-441.0,Crosscourt,Forehand,,,,,,,,,,107.0,330.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-40,4-5,0-0,,2442219,1.0,2443035.0,55,,11,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,126.0,511.0,Down the Line,Backhand,,,,,,,,,,128.0,18.0,,,,1.0,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,Spencer Johnson,1,,,
30-40,4-5,0-0,1.0,2465659,,,56,,1,Ad,Oscar Pinto Sansano,Far,1.0,Body,-85.0,-227.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,1st Serve In,Body,
