pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-30,1-0,0-1,,3951241,,,81,,11,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,108.0,471.0,Down the Line,Backhand,,,,,,,,,,63.0,-278.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
40-30,1-0,0-1,,3952293,,,81,,12,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,9.0,-491.0,Down the Line,Backhand,,,,,,,,,,143.0,260.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
40-30,1-0,0-1,,3953562,,,81,,13,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,95.0,487.0,Down the Line,Backhand,1.0,,,,,,,,,46.0,-319.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
40-30,1-0,0-1,,3955337,,,81,,14,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,33.0,-492.0,Down the Line,Backhand,,,,,,,,,,65.0,258.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
40-30,1-0,0-1,,3956891,1.0,3960666.0,81,,15,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,14.0,479.0,Down the Line,Backhand,1.0,,,,,,,,,160.0,447.0,,,1.0,1.0,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,Spencer Johnson,1,,,
40-40,1-0,0-1,1.0,3987428,,,82,1.0,1,Ad,Oscar Pinto Sansano,Far,1.0,Body,-63.0,-233.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,1st Serve In,Body,
40-40,1-0,0-1,,3988842,,,82,,2,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-159.0,-559.0,Crosscourt,Backhand,,,,,,,,,,107.0,233.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,1,,,,0,,,Short
40-40,1-0,0-1,,3989904,,,82,,3,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,128.0,449.0,Down the Line,Backhand,1.0,,,,,,,,,78.0,-267.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
40-40,1-0,0-1,,3991816,,,82,,4,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,81.0,-359.0,Down the Line,Forehand,,,,,,,,,,89.0,447.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,,0,,,Deep
40-40,1-0,0-1,,3993342,,,82,,5,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,89.0,495.0,Crosscourt,Backhand,,,,,,,1.0,,,-22.0,-44.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
40-40,1-0,0-1,,3994352,,,82,,6,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-22.0,-113.0,Crosscourt,Forehand,,1.0,,,,,,,,79.0,367.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
40-40,1-0,0-1,,3994723,,,82,,7,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,68.0,468.0,Crosscourt,Backhand,,,,,,,,,,-105.0,-20.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
40-40,1-0,0-1,,3996781,1.0,3996791.0,82,,8,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-102.0,-28.0,Down the Line,Forehand,,1.0,,,,,,,,-190.0,321.0,,,1.0,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,Oscar Pinto Sansano,1,,,
0-0,2-0,0-1,1.0,4038047,,,83,,1,Deuce,Spencer Johnson,Near,0.0,Body,-92.0,-4.0,1.0,T,-15.0,234.0,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,2nd Serve In,T,
0-0,2-0,0-1,,4048350,,,83,,2,Deuce,Spencer Johnson,Near,,,,,,,,,,-44.0,502.0,Crosscourt,Backhand,,,,,,,,,,15.0,-364.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,1,,,,0,,,Deep
0-0,2-0,0-1,,4050912,,,83,,3,Deuce,Spencer Johnson,Near,,,,,,,,,,33.0,-505.0,Down the Line,Forehand,,,,,,,,,,129.0,439.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,1,,,0,,,Deep
0-0,2-0,0-1,,4051467,,,83,,4,Ad,Spencer Johnson,Near,,,,,,,,,,68.0,500.0,Crosscourt,Backhand,,,,,,,,,,-81.0,-265.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,,0,,,Short
0-0,2-0,0-1,,4052813,,,83,,5,Ad,Spencer Johnson,Near,,,,,,,,,,-22.0,-491.0,Crosscourt,Forehand,,,,,,,,,,140.0,300.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,,,Short
0-0,2-0,0-1,,4054282,,,83,,6,Ad,Spencer Johnson,Near,,,,,,,,,,132.0,484.0,Crosscourt,Backhand,,,,,,,,,,-140.0,-422.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,,0,,,Deep
0-0,2-0,0-1,,4055647,,,83,,7,Ad,Spencer Johnson,Near,,,,,,,,,,-126.0,-512.0,Down the Line,Forehand,,,,,,,,,,-38.0,295.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,,,Short
0-0,2-0,0-1,,4057105,1.0,4058708.0,83,,8,Ad,Spencer Johnson,Near,,,,,,,,,,17.0,484.0,Crosscourt,Forehand,,,,,,,,,,-86.0,7.0,,,,1.0,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,1,,,Spencer Johnson,1,,,
15-0,2-0,0-1,1.0,4084495,,,84,,1,Ad,Spencer Johnson,Near,1.0,T,9.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,1st Serve In,T,
15-0,2-0,0-1,,4084496,,,84,,2,Ad,Spencer Johnson,Near,,,,,,,,,,137.0,487.0,Down the Line,Forehand,,,,,,,,,,55.0,-319.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,1,,,0,,,Short
15-0,2-0,0-1,,4086141,1.0,4087855.0,84,,3,Deuce,Spencer Johnson,Near,,,,,,,,,,12.0,-489.0,Crosscourt,Backhand,,,,,,,,,,-9.0,564.0,,,,,1.0,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,Oscar Pinto Sansano,1,,,Long
15-15,2-0,0-1,1.0,4109126,,,85,,1,Deuce,Spencer Johnson,Near,0.0,Body,-81.0,-3.0,1.0,T,-49.0,237.0,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,2nd Serve In,T,
15-15,2-0,0-1,,4117477,,,85,,2,Deuce,Spencer Johnson,Near,,,,,,,,,,-89.0,511.0,Crosscourt,Backhand,,,,,,,,,,25.0,-262.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,1,,,,0,,,Short
15-15,2-0,0-1,,4119612,,,85,,3,Deuce,Spencer Johnson,Near,,,,,,,,,,137.0,-551.0,Down the Line,Forehand,,,,,,,,,,132.0,436.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,1,,,0,,,Deep
15-15,2-0,0-1,,4120742,,,85,,4,Ad,Spencer Johnson,Near,,,,,,,,,,121.0,497.0,Crosscourt,Backhand,,,,,,,,,,-28.0,-265.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,,0,,,Short
15-15,2-0,0-1,,4122280,,,85,,5,Ad,Spencer Johnson,Near,,,,,,,,,,-9.0,-433.0,Crosscourt,Forehand,,,,,,,,,,31.0,441.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,,,Deep
15-15,2-0,0-1,,4123913,,,85,,6,Ad,Spencer Johnson,Near,,,,,,,,,,108.0,476.0,Down the Line,Backhand,,,,,,,,,,68.0,-223.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,,0,,,Short
15-15,2-0,0-1,,4125087,,,85,,7,Deuce,Spencer Johnson,Near,,,,,,,,,,15.0,-433.0,Crosscourt,Backhand,,,,,,,,,,-126.0,435.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,,,Deep
15-15,2-0,0-1,,4126692,,,85,,8,Deuce,Spencer Johnson,Near,,,,,,,,,,-38.0,483.0,Down the Line,Forehand,,,,,,,,,,-140.0,-342.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,,0,,,Short
15-15,2-0,0-1,,4128185,,,85,,9,Ad,Spencer Johnson,Near,,,,,,,,,,-121.0,-534.0,Crosscourt,Forehand,,,,,,,,,,20.0,231.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,,,Short
15-15,2-0,0-1,,4129528,,,85,,10,Ad,Spencer Johnson,Near,,,,,,,,,,97.0,473.0,Down the Line,Forehand,,,,,,,,,,127.0,-417.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,1,,,0,,,Deep
15-15,2-0,0-1,,4131447,,,85,,11,Deuce,Spencer Johnson,Near,,,,,,,,,,135.0,-502.0,Crosscourt,Backhand,,,,,,,,,,-33.0,234.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,,,Short
15-15,2-0,0-1,,4132215,,,85,,12,Deuce,Spencer Johnson,Near,,,,,,,,,,-20.0,473.0,Crosscourt,Forehand,,,,,,,,,,52.0,-265.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,,0,,,Short
15-15,2-0,0-1,,4133800,,,85,,13,Deuce,Spencer Johnson,Near,,,,,,,,,,145.0,-504.0,Crosscourt,Backhand,,,,,,,,,,-41.0,343.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,,,Short
15-15,2-0,0-1,,4134993,1.0,4136591.0,85,,14,Deuce,Spencer Johnson,Near,,,,,,,,,,-49.0,484.0,Down the Line,Forehand,,,,,,,,,,-172.0,-515.0,,1.0,,,1.0,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,Spencer Johnson,1,,,
30-15,2-0,0-1,1.0,4168299,,,86,,1,Ad,Spencer Johnson,Near,1.0,Wide,116.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,1st Serve In,Wide,
30-15,2-0,0-1,,4168300,,,86,,2,Ad,Spencer Johnson,Near,,,,,,,,,,124.0,492.0,Down the Line,Backhand,,,,,,,,,,52.0,-219.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,,0,,,Short
30-15,2-0,0-1,,4169732,1.0,4176641.0,86,,3,Deuce,Spencer Johnson,Near,,,,,,,,,,36.0,-427.0,Crosscourt,Forehand,,,,,,,,,,-126.0,441.0,1.0,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,1,,,Spencer Johnson,0,,,Deep
40-15,2-0,0-1,1.0,4192028,,,87,,1,Deuce,Spencer Johnson,Near,0.0,Wide,-134.0,274.0,1.0,Body,-97.0,239.0,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,,0,2nd Serve In,Body,
40-15,2-0,0-1,,4214206,,,87,,2,Deuce,Spencer Johnson,Near,,,,,,,,,,-129.0,491.0,Crosscourt,Forehand,,,,,,,,,,33.0,-280.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Oscar Pinto Sansano,,,,,0,,,Short
40-15,2-0,0-1,,4215430,1.0,4216953.0,87,,3,Deuce,Spencer Johnson,Near,,,,,,,,,,28.0,-481.0,Down the Line,Backhand,,,,,,,,,,145.0,290.0,1.0,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Oscar Pinto Sansano,Spencer Johnson,,,,Spencer Johnson,0,,,Short
0-0,3-0,0-1,1.0,4329686,1.0,4351814.0,88,,1,Deuce,Oscar Pinto Sansano,Near,0.0,T,-41.0,-54.0,0.0,T,10.0,127.0,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,1,Spencer Johnson,0,Double Fault,T,
15-0,3-0,0-1,1.0,4364412,,,89,,1,Ad,Oscar Pinto Sansano,Near,1.0,T,4.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,1st Serve In,T,
15-0,3-0,0-1,,4365307,,,89,,2,Ad,Oscar Pinto Sansano,Near,,,,,,,,,,79.0,561.0,Crosscourt,Backhand,,,,,,,,,,-73.0,-137.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,1,,,,0,,,Short
15-0,3-0,0-1,,4366623,,,89,,3,Ad,Oscar Pinto Sansano,Near,,,,,,,,,,-108.0,-587.0,Down the Line,Forehand,,,,,,,,,,-86.0,343.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,1,,,0,,,Short
15-0,3-0,0-1,,4367803,,,89,,4,Deuce,Oscar Pinto Sansano,Near,,,,,,,,,,-70.0,628.0,Crosscourt,Backhand,,,,,,,,,,39.0,-102.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-0,3-0,0-1,,4369249,,,89,,5,Deuce,Oscar Pinto Sansano,Near,,,,,,,,,,106.0,-563.0,Crosscourt,Forehand,,,,,,,,,,-100.0,404.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Deep
15-0,3-0,0-1,,4370885,,,89,,6,Deuce,Oscar Pinto Sansano,Near,,,,,,,,,,-172.0,577.0,Down the Line,Backhand,,,,,,,,,,-17.0,-355.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
15-0,3-0,0-1,,4372216,,,89,,7,Ad,Oscar Pinto Sansano,Near,,,,,,,,,,-76.0,-547.0,Down the Line,Backhand,,,,,,,,,,-44.0,401.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Deep
15-0,3-0,0-1,,4373553,,,89,,8,Deuce,Oscar Pinto Sansano,Near,,,,,,,,,,-54.0,545.0,Crosscourt,Backhand,,,,,,,,,,4.0,-382.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
15-0,3-0,0-1,,4374738,,,89,,9,Deuce,Oscar Pinto Sansano,Near,,,,,,,,,,47.0,-526.0,Down the Line,Forehand,,,,,,,,,,74.0,343.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-0,3-0,0-1,,4376024,,,89,,10,Ad,Oscar Pinto Sansano,Near,,,,,,,,,,34.0,551.0,Crosscourt,Forehand,,,,,,,,,,-70.0,-363.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
15-0,3-0,0-1,,4377175,,,89,,11,Ad,Oscar Pinto Sansano,Near,,,,,,,,,,-78.0,-515.0,Crosscourt,Backhand,,,,,,,,,,7.0,375.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Deep
15-0,3-0,0-1,,4378422,,,89,,12,Deuce,Oscar Pinto Sansano,Near,,,,,,,,,,-44.0,585.0,Down the Line,Forehand,,,,,,,,,,-68.0,-369.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,,0,,,Deep
15-0,3-0,0-1,,4380354,,,89,,13,Ad,Oscar Pinto Sansano,Near,,,,,,,,,,-65.0,-521.0,Down the Line,Backhand,,,,,,,,,,-33.0,327.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-0,3-0,0-1,,4381497,,,89,,14,Deuce,Oscar Pinto Sansano,Near,,,,,,,,,,-46.0,585.0,Crosscourt,Backhand,,,,,,,,,,111.0,-331.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-0,3-0,0-1,,4382591,,,89,,15,Deuce,Oscar Pinto Sansano,Near,,,,,,,,,,164.0,-547.0,Crosscourt,Forehand,,,,,,,,,,-65.0,191.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-0,3-0,0-1,,4383947,,,89,,16,Deuce,Oscar Pinto Sansano,Near,,,,,,,,,,-137.0,564.0,Crosscourt,Backhand,,,,,,,,,,42.0,-323.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-0,3-0,0-1,,4385475,1.0,4387723.0,89,,17,Deuce,Oscar Pinto Sansano,Near,,,,,,,,,,42.0,-545.0,Down the Line,Forehand,,,,,,1.0,,,,124.0,-44.0,,,,1.0,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,Spencer Johnson,1,,,
30-0,3-0,0-1,1.0,4415782,,,90,,1,Deuce,Oscar Pinto Sansano,Near,0.0,Wide,-185.0,108.0,1.0,Body,-81.0,193.0,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,2nd Serve In,Body,
30-0,3-0,0-1,,4428000,,,90,,2,Deuce,Oscar Pinto Sansano,Near,,,,,,,,,,-273.0,556.0,Down the Line,Backhand,,,,,,,,,,-54.0,-371.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
30-0,3-0,0-1,,4429486,,,90,,3,Ad,Oscar Pinto Sansano,Near,,,,,,,,,,-118.0,-550.0,Down the Line,Backhand,,,,,,,,,,-65.0,375.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Deep
