pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-40,3-3,0-1,,4299751,1.0,,92,,3,Deuce,Catherine Gagnon,Near,,,,,,,,,,101.0,-465.0,Down the Line,Forehand,,,,,,,,,,43.0,476.0,,,,,1.0,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,,,,Anne Lutkemeyer,1,,,Long
30-40,3-3,0-1,1.0,4303690,,,93,,1,Ad,Catherine Gagnon,Near,1.0,Wide,109.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,,,,,0,1st Serve In,Wide,
30-40,3-3,0-1,,4326429,,,93,,2,Ad,Catherine Gagnon,Near,,,,,,,,,,130.0,480.0,Down the Line,Backhand,,,,,,,,,,67.0,-297.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Anne Lutkemeyer,,,,,0,,,Short
30-40,3-3,0-1,,4327795,,,93,,3,Deuce,Catherine Gagnon,Near,,,,,,,,,,48.0,-500.0,Crosscourt,Forehand,,,,,,,,,,-64.0,417.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,,,,,0,,,Deep
30-40,3-3,0-1,,4329356,,,93,,4,Deuce,Catherine Gagnon,Near,,,,,,,,,,-107.0,499.0,Down the Line,Forehand,,,,,,,,,,-117.0,-206.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Anne Lutkemeyer,,,,,0,,,Short
30-40,3-3,0-1,,4331582,1.0,,93,,5,Ad,Catherine Gagnon,Near,,,,,,,,,,-208.0,-524.0,Crosscourt,Forehand,,,,,,,,,,82.0,487.0,,,,,1.0,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,1,,,Anne Lutkemeyer,1,,,Long
40-40,3-3,0-1,1.0,4335652,,,94,1.0,1,Deuce,Catherine Gagnon,Near,0.0,Body,-76.0,-1.0,1.0,Body,-73.0,203.0,,,,,,,,,,,,,,,,,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,,,,,0,2nd Serve In,Body,
40-40,3-3,0-1,,4386583,,,94,,2,Deuce,Catherine Gagnon,Near,,,,,,,,,,-84.0,446.0,Down the Line,Forehand,,,,,,,,,,-60.0,-262.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Anne Lutkemeyer,,,,,0,,,Short
40-40,3-3,0-1,,4388138,,,94,,3,Ad,Catherine Gagnon,Near,,,,,,,,,,-41.0,-489.0,Crosscourt,Forehand,,,,,,,,,,127.0,428.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,1,,,,0,,,Deep
40-40,3-3,0-1,,4390358,,,94,,4,Ad,Catherine Gagnon,Near,,,,,,,,,,95.0,592.0,Down the Line,Backhand,,,,,,,,,,18.0,-283.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Anne Lutkemeyer,,,,,0,,,Short
40-40,3-3,0-1,,4391850,,,94,,5,Ad,Catherine Gagnon,Near,,,,,,,,,,-81.0,-516.0,Down the Line,Forehand,,,,,,,,,,-81.0,417.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,,1,,,0,,,Deep
40-40,3-3,0-1,,4393719,,,94,,6,Deuce,Catherine Gagnon,Near,,,,,,,,,,-62.0,571.0,Down the Line,Forehand,,,,,,,,,,-78.0,-270.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Anne Lutkemeyer,,,,,0,,,Short
40-40,3-3,0-1,,4396657,,,94,,7,Ad,Catherine Gagnon,Near,,,,,,,,,,-153.0,-545.0,Crosscourt,Forehand,,,,,,,,,,39.0,377.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,1,,,,0,,,Deep
40-40,3-3,0-1,,4397825,,,94,,8,Ad,Catherine Gagnon,Near,,,,,,,,,,84.0,544.0,Crosscourt,Backhand,,,,,,,,,,-17.0,-313.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Anne Lutkemeyer,,,,,0,,,Short
40-40,3-3,0-1,,4399671,,,94,,9,Ad,Catherine Gagnon,Near,,,,,,,,,,-105.0,-529.0,Crosscourt,Forehand,,,,,,,,,,44.0,353.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,1,,,,0,,,Deep
40-40,3-3,0-1,,4401204,,,94,,10,Ad,Catherine Gagnon,Near,,,,,,,,,,36.0,488.0,Down the Line,Backhand,,,,,,,,,,76.0,-315.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Anne Lutkemeyer,,,,,0,,,Short
40-40,3-3,0-1,,4402375,,,94,,11,Deuce,Catherine Gagnon,Near,,,,,,,,,,58.0,-527.0,Crosscourt,Forehand,,,,,,,,,,-76.0,431.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,,,,,0,,,Deep
40-40,3-3,0-1,,4404210,,,94,,12,Deuce,Catherine Gagnon,Near,,,,,,,,,,-76.0,539.0,Down the Line,Forehand,,,,,,,,,,-70.0,-345.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Anne Lutkemeyer,,,,,0,,,Short
40-40,3-3,0-1,,4407602,,,94,,13,Ad,Catherine Gagnon,Near,,,,,,,,,,-187.0,-535.0,Crosscourt,Forehand,,,,,,,,,,26.0,388.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,1,,,,0,,,Deep
40-40,3-3,0-1,,4408655,,,94,,14,Ad,Catherine Gagnon,Near,,,,,,,,,,114.0,566.0,Crosscourt,Forehand,,,,,,,,,,-60.0,-291.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Anne Lutkemeyer,1,,,,0,,,Short
40-40,3-3,0-1,,4410363,,,94,,15,Ad,Catherine Gagnon,Near,,,,,,,,,,-166.0,-527.0,Down the Line,Forehand,,,,,,,,,,-84.0,380.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,,1,,,0,,,Deep
40-40,3-3,0-1,,4411934,,,94,,16,Deuce,Catherine Gagnon,Near,,,,,,,,,,-78.0,499.0,Crosscourt,Forehand,,,,,,,,,,71.0,-169.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Anne Lutkemeyer,,,,,0,,,Short
40-40,3-3,0-1,,4413818,1.0,,94,,17,Deuce,Catherine Gagnon,Near,,,,,,,,,,263.0,-511.0,Crosscourt,Forehand,,,,,,,,,,-78.0,487.0,,,,,1.0,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Anne Lutkemeyer,Catherine Gagnon,,,,Anne Lutkemeyer,1,,,Long
0-0,4-3,0-1,1.0,4491492,,,95,,1,Deuce,Anne Lutkemeyer,Near,1.0,Wide,-121.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,1st Serve In,Wide,
0-0,4-3,0-1,,4515683,,,95,,2,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,-185.0,483.0,Down the Line,Forehand,,,,,,,,,,-81.0,-334.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
0-0,4-3,0-1,,4517072,,,95,,3,Ad,Anne Lutkemeyer,Near,,,,,,,,,,-62.0,-519.0,Down the Line,Backhand,,,,,,,,,,-73.0,351.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Deep
0-0,4-3,0-1,,4518429,,,95,,4,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,-110.0,512.0,Crosscourt,Forehand,,,,,,,,,,68.0,-283.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
0-0,4-3,0-1,,4519764,1.0,,95,,5,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,108.0,-489.0,Down the Line,Forehand,,,,,,,,,,122.0,481.0,,,,,1.0,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,Catherine Gagnon,1,,,Long
0-15,4-3,0-1,1.0,4523303,,4527138.0,96,,1,Ad,Anne Lutkemeyer,Near,0.0,Body,90.0,-1.0,1.0,Body,74.0,203.0,,,,,,,,,,,,,,,,,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,2nd Serve In,Body,
0-15,4-3,0-1,,4554115,,,96,,2,Ad,Anne Lutkemeyer,Near,,,,,,,,,,162.0,480.0,Crosscourt,Forehand,,,,,,,,,,-33.0,-273.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,1,,,,0,,,Short
0-15,4-3,0-1,,4555822,,,96,,3,Ad,Anne Lutkemeyer,Near,,,,,,,,,,-124.0,-404.0,Crosscourt,Forehand,,,,,,,,,,66.0,399.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,1,,,,0,,,Deep
0-15,4-3,0-1,,4556991,,,96,,4,Ad,Anne Lutkemeyer,Near,,,,,,,,,,42.0,502.0,Down the Line,Backhand,,,,,,,,,,66.0,-211.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
0-15,4-3,0-1,,4558341,,,96,,5,Ad,Anne Lutkemeyer,Near,,,,,,,,,,-20.0,-407.0,Down the Line,Forehand,,,,,,,,,,-78.0,409.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,1,,,0,,,Deep
0-15,4-3,0-1,,4559494,,,96,,6,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,-110.0,536.0,Crosscourt,Forehand,,,,,,,1.0,,,50.0,-131.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
0-15,4-3,0-1,,4560243,1.0,,96,,7,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,58.0,-170.0,Crosscourt,Forehand,,,,,,,,,,-65.0,148.0,1.0,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,Anne Lutkemeyer,0,,,Short
15-15,4-3,0-1,1.0,4566947,,4568048.0,97,,1,Deuce,Anne Lutkemeyer,Near,0.0,Body,-86.0,2.0,1.0,Body,-65.0,209.0,,,,,,,,,,,,,,,,,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,2nd Serve In,Body,
15-15,4-3,0-1,,4604266,,,97,,2,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,-132.0,425.0,Crosscourt,Forehand,,,,,,,,,,58.0,-254.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
15-15,4-3,0-1,,4605127,,,97,,3,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,84.0,-481.0,Crosscourt,Forehand,,,,,,,,,,-102.0,415.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Deep
15-15,4-3,0-1,,4607083,,,97,,4,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,-137.0,496.0,Down the Line,Forehand,1.0,,,,,,,,,-108.0,-275.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
15-15,4-3,0-1,,4609424,1.0,,97,,5,Ad,Anne Lutkemeyer,Near,,,,,,,,,,-129.0,-324.0,Down the Line,Forehand,,,,,,,,,,-108.0,396.0,1.0,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,1,,Anne Lutkemeyer,0,,,Deep
30-15,4-3,0-1,1.0,4644515,,,98,,1,Ad,Anne Lutkemeyer,Near,0.0,T,39.0,2.0,1.0,Body,92.0,187.0,,,,,,,,,,,,,,,,,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,2nd Serve In,Body,
30-15,4-3,0-1,,4650016,,,98,,2,Ad,Anne Lutkemeyer,Near,,,,,,,,,,172.0,491.0,Crosscourt,Forehand,,,,,,,,,,-36.0,-331.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,1,,,,0,,,Short
30-15,4-3,0-1,,4651834,,,98,,3,Ad,Anne Lutkemeyer,Near,,,,,,,,,,-166.0,-471.0,Crosscourt,Forehand,,,,,,,,,,79.0,385.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,1,,,,0,,,Deep
30-15,4-3,0-1,,4653281,,,98,,4,Ad,Anne Lutkemeyer,Near,,,,,,,,,,84.0,486.0,Crosscourt,Backhand,,,,,,,,,,-129.0,-321.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
30-15,4-3,0-1,,4655463,,,98,,5,Ad,Anne Lutkemeyer,Near,,,,,,,,,,-190.0,-519.0,Crosscourt,Backhand,,,,,,,,,,66.0,420.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Deep
30-15,4-3,0-1,,4656802,,,98,,6,Ad,Anne Lutkemeyer,Near,,,,,,,,,,151.0,486.0,Down the Line,Forehand,,,,,,,,,,71.0,-161.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,1,,,0,,,Short
30-15,4-3,0-1,,4657743,,,98,,7,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,39.0,-412.0,Crosscourt,Forehand,,,,,,,,,,-84.0,391.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Deep
30-15,4-3,0-1,,4659348,1.0,,98,,8,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,-124.0,494.0,Down the Line,Forehand,,,,,,,,,,-124.0,-153.0,1.0,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,Catherine Gagnon,0,,,Short
30-30,4-3,0-1,1.0,4661262,,,99,,1,Deuce,Anne Lutkemeyer,Near,1.0,T,-30.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,1st Serve In,T,
30-30,4-3,0-1,,4691965,,,99,,2,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,-60.0,473.0,Crosscourt,Backhand,,,,,,,,,,66.0,-289.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,1,,,,0,,,Short
30-30,4-3,0-1,,4694634,,,99,,3,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,103.0,-503.0,Crosscourt,Forehand,,,,,,,,,,-54.0,327.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Short
30-30,4-3,0-1,,4695969,,,99,,4,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,-124.0,496.0,Crosscourt,Forehand,,,,,,,,,,42.0,-350.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,
30-30,4-3,0-1,,4697326,,,99,,5,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,36.0,-505.0,Down the Line,Forehand,,,,,,,,,,42.0,372.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Deep
30-30,4-3,0-1,,4701547,,,99,,6,Ad,Anne Lutkemeyer,Near,,,,,,,,,,135.0,499.0,Crosscourt,Forehand,,,,,,,,,,-54.0,-289.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,1,,,,0,,,Short
30-30,4-3,0-1,,4702646,,,99,,7,Ad,Anne Lutkemeyer,Near,,,,,,,,,,-68.0,-415.0,Down the Line,Backhand,,,,,,,,,,-94.0,404.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Deep
30-30,4-3,0-1,,4704618,,,99,,8,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,-108.0,502.0,Down the Line,Forehand,,,,,,,,,,-76.0,-211.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
30-30,4-3,0-1,,4706144,,,99,,9,Ad,Anne Lutkemeyer,Near,,,,,,,,,,-86.0,-505.0,Down the Line,Backhand,,,,,,,,,,-49.0,388.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Deep
30-30,4-3,0-1,,4707391,,,99,,10,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,-60.0,512.0,Crosscourt,Forehand,,,,,,,,,,52.0,-321.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
30-30,4-3,0-1,,4708936,,,99,,11,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,76.0,-516.0,Down the Line,Forehand,,,,,,,,,,39.0,385.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Deep
30-30,4-3,0-1,,4710538,,,99,,12,Ad,Anne Lutkemeyer,Near,,,,,,,,,,39.0,512.0,Down the Line,Forehand,,,,,,,,,,119.0,-281.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,1,,,0,,,Short
30-30,4-3,0-1,,4712334,,,99,,13,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,186.0,-532.0,Down the Line,Forehand,,,,,,,,1.0,,39.0,127.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Short
30-30,4-3,0-1,,4713746,,,99,,14,Ad,Anne Lutkemeyer,Near,,,,,,,,,,34.0,153.0,Crosscourt,Forehand,,,,,,,,,,-76.0,-329.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,1,,,,0,,,Short
30-30,4-3,0-1,,4714638,,,99,,15,Ad,Anne Lutkemeyer,Near,,,,,,,,,,-110.0,-545.0,Crosscourt,Backhand,,,,,,,,1.0,,66.0,114.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Short
30-30,4-3,0-1,,4716450,,,99,,16,Ad,Anne Lutkemeyer,Near,,,,,,,,,,36.0,155.0,Down the Line,Backhand,,,,,,,,,,87.0,-270.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
30-30,4-3,0-1,,4717402,,,99,,17,Deuce,Anne Lutkemeyer,Near,,,,,,,,,,90.0,-335.0,Down the Line,Forehand,,,,,,,,1.0,,23.0,130.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,,,Short
30-30,4-3,0-1,,4718025,1.0,,99,,18,Ad,Anne Lutkemeyer,Near,,,,,,,,,,28.0,158.0,Crosscourt,Forehand,,,,,,,,,,-254.0,-190.0,,1.0,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,1,,,Anne Lutkemeyer,1,,,
40-30,4-3,0-1,1.0,4718988,,4720360.0,100,,1,Ad,Anne Lutkemeyer,Near,1.0,Wide,122.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,,,,,0,1st Serve In,Wide,
40-30,4-3,0-1,,4756042,,,100,,2,Ad,Anne Lutkemeyer,Near,,,,,,,,,,156.0,499.0,Down the Line,Backhand,,,,,,,,,,55.0,-251.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
40-30,4-3,0-1,,4758214,,,100,,3,Ad,Anne Lutkemeyer,Near,,,,,,,,,,-12.0,-396.0,Crosscourt,Forehand,,,,,,,,,,98.0,417.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Anne Lutkemeyer,1,,,,0,,,Deep
40-30,4-3,0-1,,4759481,,,100,,4,Ad,Anne Lutkemeyer,Near,,,,,,,,,,74.0,502.0,Down the Line,Backhand,,,,,,,1.0,,,116.0,-105.0,,,,,,UCLA,3/9/24,D1,,,,,Michigan State University,Anne Lutkemeyer,Catherine Gagnon,Right,Right,,Hard,,,Catherine Gagnon,Catherine Gagnon,,,,,0,,,Short
